Fecha|Cliente|Importe|Concepto|Cantidad|Región|Código|Estado|Fecha_2|Cliente_2|Importe_2|Concepto_2|Cantidad_2|Región_2|Código_2|Estado_2|Fecha_3|Cliente_3|Importe_3|Concepto_3|Cantidad_3|Región_3|Código_3|Estado_3|Fecha_4|Cliente_4|Importe_4|Concepto_4|Cantidad_4|Región_4|Código_4|Estado_4|Fecha_5|Cliente_5|Importe_5|Concepto_5|Cantidad_5|Región_5|Código_5|Estado_5
2023-12-07|"Taller ""El Rápido"""|4148.57|Revisión anual de equipos|262|Andalucía|A-8655|Pagado|2023-12-15|Acme Distribuciones S.L.|4253.40|Formación interna|382|Andalucía|F-9809|Anulado|2023-12-23|Ibáñez Logística|3642.93|Transporte de mercancía|289|Cataluña|E-9668|Pendiente|2023-12-31|Peña & Hijos|2923.76|Transporte de mercancía|273|Galicia|D-6089|Anulado|2024-01-08|Núñez Ortega y Cía.|1317.24|Revisión anual de equipos|357|Aragón|G-5369|Pagado
2023-12-08|Ibáñez Logística|652.65|Formación interna|294|Andalucía|E-5937|Anulado|2023-12-16|Ibáñez Logística|1981.02|Compra de material informático|477|Galicia|D-3783|En revisión|2023-12-24|Peña & Hijos|1546.40|Formación interna|323|Cataluña|D-0609|En revisión|2024-01-01|Núñez Ortega y Cía.|1953.00|Transporte de mercancía|290|Cataluña|A-5633|Pagado|2024-01-09|"Taller ""El Rápido"""|1860.48|Formación interna|177|Madrid|F-2672|Pagado
2023-12-09|Ibáñez Logística|51.98|Revisión anual de equipos|495|Aragón|A-0612|Pendiente|2023-12-17|García S.L.|1929.94|Compra de material informático|242|Aragón|B-5775|Anulado|2023-12-25|Acme Distribuciones S.L.|4723.98|Consultoría técnica|391|Aragón|D-1962|Pendiente|2024-01-02|Ibáñez Logística|1948.02|Revisión anual de equipos|109|Galicia|A-9019|Anulado|2024-01-10|Peña & Hijos|2795.55|Servicio de mantenimiento|393|País Vasco|E-7175|En revisión
2023-12-10|"Taller ""El Rápido"""|543.02|Transporte de mercancía|499|Andalucía|A-7611|Anulado|2023-12-18|Núñez Ortega y Cía.|2488.23|Servicio de mantenimiento|7|Aragón|E-2681|Pendiente|2023-12-26|Muñoz Hermanos|4878.88|Servicio de mantenimiento|460|Galicia|F-5728|Anulado|2024-01-03|Acme Distribuciones S.L.|2594.72|Revisión anual de equipos|370|Cataluña|D-3944|Pagado|2024-01-11|Muñoz Hermanos|1726.21|Transporte de mercancía|351|Madrid|A-5007|Anulado
2023-12-11|Acme Distribuciones S.L.|644.50|Transporte de mercancía|325|Galicia|G-0771|Pagado|2023-12-19|Fernández, Asociados|2620.17|Revisión anual de equipos|29|País Vasco|H-6696|Pendiente|2023-12-27|Peña & Hijos|2268.33|Servicio de mantenimiento|342|Cataluña|B-7938|Anulado|2024-01-04|Núñez Ortega y Cía.|2890.08|Revisión anual de equipos|491|País Vasco|E-1917|Anulado|2024-01-12|Fernández, Asociados|3306.77|Consultoría técnica|92|Andalucía|A-9078|Pagado
2023-12-12|"Taller ""El Rápido"""|1461.06|Compra de material informático|164|Aragón|G-6401|Pendiente|2023-12-20|"Taller ""El Rápido"""|784.09|Transporte de mercancía|153|Cataluña|E-6774|En revisión|2023-12-28|Fernández, Asociados|1345.89|Compra de material informático|208|Andalucía|A-3476|Pendiente|2024-01-05|Acme Distribuciones S.L.|2843.01|Revisión anual de equipos|301|Andalucía|D-2745|En revisión|2024-01-13|Fernández, Asociados|3629.72|Compra de material informático|467|Andalucía|F-6942|En revisión
2023-12-13|Ibáñez Logística|436.46|Compra de material informático|448|Andalucía|E-2602|Pendiente|2023-12-21|Acme Distribuciones S.L.|3581.26|Compra de material informático|291|País Vasco|E-2603|En revisión|2023-12-29|Núñez Ortega y Cía.|3624.68|Servicio de mantenimiento|6|Cataluña|E-4506|En revisión|2024-01-06|"Taller ""El Rápido"""|3432.47|Consultoría técnica|325|Andalucía|H-2162|En revisión|2024-01-14|"Taller ""El Rápido"""|3147.68|Compra de material informático|125|Madrid|C-8157|Pagado
2023-12-14|Acme Distribuciones S.L.|4753.70|Transporte de mercancía|136|Aragón|E-5604|Pagado|2023-12-22|Muñoz Hermanos|3375.15|Transporte de mercancía|322|Andalucía|E-9110|En revisión|2023-12-30|"Taller ""El Rápido"""|1967.99|Formación interna|267|Cataluña|G-1587|Anulado|2024-01-07|Peña & Hijos|3920.83|Transporte de mercancía|86|Galicia|A-5243|Pendiente|2024-01-15|"Taller ""El Rápido"""|3853.60|Servicio de mantenimiento|15|País Vasco|B-4484|En revisión
2023-12-15|Fernández, Asociados|492.51|Revisión anual de equipos|421|Galicia|G-5387|En revisión|2023-12-23|García S.L.|3263.21|Revisión anual de equipos|38|Galicia|H-8993|En revisión|2023-12-31|"Taller ""El Rápido"""|4961.86|Formación interna|357|Galicia|E-2014|Anulado|2024-01-08|Ibáñez Logística|1573.50|Consultoría técnica|82|Cataluña|F-4673|Anulado|2024-01-16|"Taller ""El Rápido"""|65.72|Revisión anual de equipos|213|País Vasco|H-9501|Pendiente
2023-12-16|Ibáñez Logística|1138.91|Formación interna|62|Cataluña|B-3412|Pendiente|2023-12-24|"Taller ""El Rápido"""|2792.84|Transporte de mercancía|181|Andalucía|E-7158|En revisión|2024-01-01|"Taller ""El Rápido"""|3536.76|Formación interna|220|Madrid|F-6304|Pendiente|2024-01-09|"Taller ""El Rápido"""|3314.65|Compra de material informático|175|Galicia|D-9566|Anulado|2024-01-17|Peña & Hijos|4646.30|Compra de material informático|410|Aragón|D-6873|En revisión
2023-12-17|"Taller ""El Rápido"""|1708.17|Compra de material informático|301|Cataluña|A-9361|Pagado|2023-12-25|"Taller ""El Rápido"""|1914.22|Servicio de mantenimiento|309|País Vasco|A-9495|Pagado|2024-01-02|Acme Distribuciones S.L.|1176.87|Consultoría técnica|93|Aragón|D-7375|Anulado|2024-01-10|"Taller ""El Rápido"""|2294.25|Formación interna|206|Aragón|E-8307|En revisión|2024-01-18|Fernández, Asociados|3141.12|Transporte de mercancía|459|Galicia|B-0138|Pendiente
2023-12-18|"Taller ""El Rápido"""|3513.98|Formación interna|449|País Vasco|G-7216|Pendiente|2023-12-26|García S.L.|3327.02|Transporte de mercancía|203|Cataluña|G-6194|Anulado|2024-01-03|Muñoz Hermanos|3874.01|Revisión anual de equipos|142|Aragón|C-2251|Pagado|2024-01-11|Fernández, Asociados|2563.38|Revisión anual de equipos|260|Andalucía|H-8913|Anulado|2024-01-19|Peña & Hijos|2967.98|Revisión anual de equipos|153|Cataluña|G-8349|Pendiente
2023-12-19|Ibáñez Logística|2862.82|Transporte de mercancía|368|Aragón|E-7890|Anulado|2023-12-27|García S.L.|4116.77|Revisión anual de equipos|397|Andalucía|C-8509|Pendiente|2024-01-04|"Taller ""El Rápido"""|2314.83|Transporte de mercancía|203|Andalucía|G-7513|Anulado|2024-01-12|Acme Distribuciones S.L.|2779.69|Transporte de mercancía|381|Galicia|E-4173|En revisión|2024-01-20|Acme Distribuciones S.L.|1747.91|Formación interna|30|Galicia|G-5110|Pendiente
2023-12-20|Muñoz Hermanos|58.11|Servicio de mantenimiento|125|País Vasco|E-2794|Pendiente|2023-12-28|Peña & Hijos|1693.64|Transporte de mercancía|299|Aragón|G-5936|Pagado|2024-01-05|Fernández, Asociados|1903.28|Compra de material informático|78|Andalucía|B-4646|Pagado|2024-01-13|Acme Distribuciones S.L.|2883.62|Consultoría técnica|441|Galicia|B-8164|Anulado|2024-01-21|Núñez Ortega y Cía.|4347.57|Transporte de mercancía|460|Madrid|C-8358|Pagado
2023-12-21|Muñoz Hermanos|464.37|Servicio de mantenimiento|276|Aragón|B-6403|Pagado|2023-12-29|Ibáñez Logística|2911.30|Revisión anual de equipos|28|País Vasco|C-5066|En revisión|2024-01-06|Muñoz Hermanos|447.54|Revisión anual de equipos|444|Galicia|H-0756|Pendiente|2024-01-14|Núñez Ortega y Cía.|3156.85|Transporte de mercancía|94|Aragón|E-3203|Pagado|2024-01-22|Núñez Ortega y Cía.|4227.09|Revisión anual de equipos|362|Cataluña|G-6478|Anulado
2023-12-22|Acme Distribuciones S.L.|13.02|Compra de material informático|206|Madrid|G-4989|En revisión|2023-12-30|Peña & Hijos|4481.50|Revisión anual de equipos|124|Madrid|A-0315|Pendiente|2024-01-07|García S.L.|2942.78|Transporte de mercancía|331|Andalucía|A-4893|Pendiente|2024-01-15|García S.L.|1680.01|Servicio de mantenimiento|106|Madrid|C-8131|Anulado|2024-01-23|"Taller ""El Rápido"""|3213.69|Revisión anual de equipos|433|Andalucía|E-5961|En revisión
2023-12-23|Núñez Ortega y Cía.|4782.00|Servicio de mantenimiento|338|País Vasco|E-5015|Anulado|2023-12-31|Núñez Ortega y Cía.|3329.82|Formación interna|36|Madrid|A-5224|En revisión|2024-01-08|Muñoz Hermanos|4917.45|Compra de material informático|263|Galicia|G-9261|Pendiente|2024-01-16|Acme Distribuciones S.L.|842.92|Consultoría técnica|176|Galicia|H-8313|En revisión|2024-01-24|Núñez Ortega y Cía.|2749.49|Formación interna|341|Andalucía|A-8632|Anulado
2023-12-24|Peña & Hijos|564.20|Consultoría técnica|352|Andalucía|G-4024|Pagado|2024-01-01|Muñoz Hermanos|1287.76|Consultoría técnica|13|Andalucía|C-3911|Pagado|2024-01-09|Acme Distribuciones S.L.|3970.26|Formación interna|101|Andalucía|G-9268|Anulado|2024-01-17|"Taller ""El Rápido"""|4922.76|Formación interna|95|Aragón|C-7086|En revisión|2024-01-25|Acme Distribuciones S.L.|4412.14|Revisión anual de equipos|193|País Vasco|F-4065|Pagado
2023-12-25|Ibáñez Logística|2527.69|Revisión anual de equipos|289|Aragón|F-2295|Pendiente|2024-01-02|Peña & Hijos|4755.91|Servicio de mantenimiento|463|Cataluña|A-7770|Anulado|2024-01-10|Fernández, Asociados|1467.74|Compra de material informático|150|Cataluña|A-6709|Pagado|2024-01-18|"Taller ""El Rápido"""|457.70|Transporte de mercancía|223|País Vasco|D-2873|Anulado|2024-01-26|Fernández, Asociados|3811.98|Transporte de mercancía|361|Galicia|C-3569|Pagado
2023-12-26|Acme Distribuciones S.L.|3955.66|Revisión anual de equipos|286|Andalucía|C-4704|En revisión|2024-01-03|Fernández, Asociados|798.75|Revisión anual de equipos|270|Galicia|G-9780|Pendiente|2024-01-11|Muñoz Hermanos|2846.16|Servicio de mantenimiento|295|Andalucía|G-3751|Pagado|2024-01-19|Acme Distribuciones S.L.|930.86|Transporte de mercancía|4|Aragón|E-1977|Pagado|2024-01-27|Núñez Ortega y Cía.|4198.48|Consultoría técnica|464|Andalucía|H-5337|En revisión
Informe generado el 2024-02-05 a las 10:46:58
