Fecha	Cliente	Importe
2023-12-11	Muñoz Hermanos	4822.78
2023-12-12	"Taller ""El Rápido"""	3601.02
2023-12-13	Peña & Hijos	4636.91
2023-12-14	Acme Distribuciones S.L.	4316.33
2023-12-15	Acme Distribuciones S.L.	3503.88
2023-12-16	Ibáñez Logística	3934.29
2023-12-17	Fernández, Asociados	3939.71
2023-12-18	García S.L.	278.21
2023-12-19	Ibáñez Logística	313.89
2023-12-20	Fernández, Asociados	472.65
2023-12-21	Fernández, Asociados	3172.64
2023-12-22	"Taller ""El Rápido"""	1426.05
2023-12-23	Ibáñez Logística	1012.53
2023-12-24	Núñez Ortega y Cía.	2416.13
2023-12-25	"Taller ""El Rápido"""	2860.34
2023-12-26	Peña & Hijos	1569.39
2023-12-27	Fernández, Asociados	4076.27
2023-12-28	Acme Distribuciones S.L.	3904.56
2023-12-29	Núñez Ortega y Cía.	8.39
2023-12-30	"Taller ""El Rápido"""	3166.22
2023-12-31	Acme Distribuciones S.L.	3789.16
2024-01-01	Núñez Ortega y Cía.	2310.62
2024-01-02	Acme Distribuciones S.L.	2896.92
2024-01-03	Fernández, Asociados	1568.23
2024-01-04	Ibáñez Logística	4281.95
2024-01-05	Muñoz Hermanos	4646.67
2024-01-06	Ibáñez Logística	3789.27
2024-01-07	Ibáñez Logística	858.46
2024-01-08	"Taller ""El Rápido"""	4533.90
2024-01-09	García S.L.	530.08
2024-01-10	Peña & Hijos	3799.82
2024-01-11	Acme Distribuciones S.L.	2066.78
2024-01-12	"Taller ""El Rápido"""	991.81
2024-01-13	García S.L.	2702.37
2024-01-14	García S.L.	1609.66
2024-01-15	García S.L.	3208.32
2024-01-16	Acme Distribuciones S.L.	2709.51
2024-01-17	Peña & Hijos	225.30
2024-01-18	Ibáñez Logística	4445.65
2024-01-19	Ibáñez Logística	4168.54
2024-01-20	Muñoz Hermanos	336.02
2024-01-21	Núñez Ortega y Cía.	2565.52
2024-01-22	Peña & Hijos	3623.97
2024-01-23	Fernández, Asociados	1813.03
2024-01-24	Fernández, Asociados	2108.42
2024-01-25	Acme Distribuciones S.L.	986.98
2024-01-26	García S.L.	434.64
2024-01-27	Peña & Hijos	3894.66
2024-01-28	Muñoz Hermanos	3728.65
2024-01-29	Muñoz Hermanos	1139.60
2024-01-30	Peña & Hijos	2555.60
2024-01-31	Peña & Hijos	2751.60
2024-02-01	Ibáñez Logística	647.78
2024-02-02	Muñoz Hermanos	1526.38
2024-02-03	Muñoz Hermanos	465.14
2024-02-04	García S.L.	4355.60
2024-02-05	Núñez Ortega y Cía.	3459.57
2024-02-06	"Taller ""El Rápido"""	4704.37
2024-02-07	Peña & Hijos	571.17
2024-02-08	Fernández, Asociados	2278.02
2024-02-09	Núñez Ortega y Cía.	3770.24
2024-02-10	Ibáñez Logística	3280.97
2024-02-11	García S.L.	4938.90
2024-02-12	Fernández, Asociados	3692.72
2024-02-13	García S.L.	4107.22
2024-02-14	Ibáñez Logística	2604.63
2024-02-15	Núñez Ortega y Cía.	3961.47
2024-02-16	"Taller ""El Rápido"""	4078.76
2024-02-17	Núñez Ortega y Cía.	1631.49
2024-02-18	Ibáñez Logística	1736.10
2024-02-19	Peña & Hijos	3148.44
2024-02-20	Núñez Ortega y Cía.	4739.46
2024-02-21	Fernández, Asociados	2573.13
2024-02-22	Muñoz Hermanos	4315.39
2024-02-23	Muñoz Hermanos	4914.27
2024-02-24	García S.L.	1028.35
2024-02-25	Núñez Ortega y Cía.	1105.35
2024-02-26	Muñoz Hermanos	2988.09
2024-02-27	Acme Distribuciones S.L.	114.37
2024-02-28	Núñez Ortega y Cía.	3372.60
2024-02-29	García S.L.	4789.66
2024-03-01	Acme Distribuciones S.L.	2775.10
2024-03-02	García S.L.	88.04
2024-03-03	Acme Distribuciones S.L.	3250.88
2024-03-04	García S.L.	4534.44
2024-03-05	Fernández, Asociados	3589.69
2024-03-06	Fernández, Asociados	1146.66
2024-03-07	Peña & Hijos	2177.16
2024-03-08	Núñez Ortega y Cía.	1378.75
2024-03-09	Peña & Hijos	2751.06
2024-03-10	Muñoz Hermanos	328.14
2024-03-11	García S.L.	776.29
2024-03-12	Ibáñez Logística	4892.96
2024-03-13	Fernández, Asociados	4846.39
2024-03-14	Ibáñez Logística	1293.70
2024-03-15	Muñoz Hermanos	961.12
2024-03-16	García S.L.	887.63
2024-03-17	"Taller ""El Rápido"""	2368.41
2024-03-18	García S.L.	3685.02
2024-03-19	García S.L.	1445.44
2024-03-20	Peña & Hijos	2796.52
2024-03-21	Muñoz Hermanos	13.40
2024-03-22	Núñez Ortega y Cía.	761.74
2024-03-23	"Taller ""El Rápido"""	199.76
2024-03-24	"Taller ""El Rápido"""	2103.84
2024-03-25	Fernández, Asociados	4041.19
2024-03-26	"Taller ""El Rápido"""	4841.67
2024-03-27	Muñoz Hermanos	1395.46
2024-03-28	García S.L.	2693.67
2024-03-29	Fernández, Asociados	3966.55
2024-03-30	Acme Distribuciones S.L.	4978.36
2024-03-31	Fernández, Asociados	1060.52
2024-04-01	Peña & Hijos	434.98
2024-04-02	"Taller ""El Rápido"""	2403.11
2024-04-03	Ibáñez Logística	2789.83
2024-04-04	"Taller ""El Rápido"""	4617.73
2024-04-05	Ibáñez Logística	2590.62
2024-04-06	Núñez Ortega y Cía.	3080.40
2024-04-07	Muñoz Hermanos	4593.96
2024-04-08	Muñoz Hermanos	2065.65
2024-04-09	Peña & Hijos	877.25
2024-04-10	"Taller ""El Rápido"""	4961.15
2024-04-11	Ibáñez Logística	669.49
2024-04-12	"Taller ""El Rápido"""	424.06
2024-04-13	Fernández, Asociados	2212.44
2024-04-14	"Taller ""El Rápido"""	3464.53
2024-04-15	"Taller ""El Rápido"""	3736.15
2024-04-16	Núñez Ortega y Cía.	3350.49
2024-04-17	"Taller ""El Rápido"""	2656.84
2024-04-18	Peña & Hijos	920.32
2024-04-19	Núñez Ortega y Cía.	1816.26
2024-04-20	"Taller ""El Rápido"""	3973.36
2024-04-21	García S.L.	1384.00
2024-04-22	Fernández, Asociados	4844.73
2024-04-23	Fernández, Asociados	440.72
2024-04-24	Acme Distribuciones S.L.	1007.24
2024-04-25	Fernández, Asociados	3903.20
2024-04-26	Muñoz Hermanos	3745.82
2024-04-27	Peña & Hijos	3358.74
2024-04-28	Peña & Hijos	3299.02
2024-04-29	Acme Distribuciones S.L.	2585.21
2024-04-30	Peña & Hijos	2769.91
2024-05-01	"Taller ""El Rápido"""	5.37
2024-05-02	Muñoz Hermanos	2206.35
2024-05-03	Acme Distribuciones S.L.	4127.72
2024-05-04	Acme Distribuciones S.L.	2296.41
2024-05-05	Ibáñez Logística	3828.11
2024-05-06	Fernández, Asociados	1843.25
2024-05-07	Muñoz Hermanos	1255.16
--- Fin del informe: 300 líneas ---
