Fecha;Cliente;Importe;Concepto;Cantidad;Región;Código;Estado;Fecha_2;Cliente_2;Importe_2;Concepto_2;Cantidad_2;Región_2;Código_2;Estado_2;Fecha_3;Cliente_3;Importe_3;Concepto_3;Cantidad_3;Región_3;Código_3;Estado_3;Fecha_4;Cliente_4;Importe_4;Concepto_4;Cantidad_4;Región_4;Código_4;Estado_4;Fecha_5;Cliente_5;Importe_5;Concepto_5;Cantidad_5;Región_5;Código_5;Estado_5
2023-04-01;"Taller ""El Rápido""";3500.99;Servicio de mantenimiento;465;Cataluña;F-3372;En revisión;2023-04-09;Fernández, Asociados;3318.64;Consultoría técnica;411;Aragón;B-0075;Anulado;2023-04-17;García S.L.;4080.45;Revisión anual de equipos;391;Madrid;H-0545;Pendiente;2023-04-25;Acme Distribuciones S.L.;1062.93;Servicio de mantenimiento;454;Galicia;H-0757;Pendiente;2023-05-03;Núñez Ortega y Cía.;718.14;Formación interna;87;País Vasco;E-7986;En revisión
2023-04-02;"Taller ""El Rápido""";3018.96;Formación interna;136;País Vasco;F-9884;En revisión;2023-04-10;"Taller ""El Rápido""";4929.44;Servicio de mantenimiento;410;País Vasco;A-4313;Pendiente;2023-04-18;Núñez Ortega y Cía.;4624.20;Compra de material informático;402;Cataluña;A-6238;Pendiente;2023-04-26;"Taller ""El Rápido""";846.12;Revisión anual de equipos;177;Andalucía;H-2299;Pendiente;2023-05-04;Ibáñez Logística;2634.49;Transporte de mercancía;155;País Vasco;B-7627;Pendiente
2023-04-03;"Taller ""El Rápido""";4671.38;Transporte de mercancía;135;Cataluña;C-7954;En revisión;2023-04-11;Muñoz Hermanos;2074.31;Formación interna;363;Cataluña;A-7958;En revisión;2023-04-19;Núñez Ortega y Cía.;4933.97;Consultoría técnica;259;Andalucía;C-7764;Anulado;2023-04-27;García S.L.;1099.65;Consultoría técnica;277;País Vasco;D-3505;Anulado;2023-05-05;Fernández, Asociados;2282.79;Transporte de mercancía;301;Cataluña;D-4577;Anulado
2023-04-04;Peña & Hijos;2623.07;Compra de material informático;89;País Vasco;A-3318;Pendiente;2023-04-12;Muñoz Hermanos;3966.72;Servicio de mantenimiento;409;Cataluña;G-8581;En revisión;2023-04-20;Núñez Ortega y Cía.;1813.02;Transporte de mercancía;244;Andalucía;B-7725;En revisión;2023-04-28;García S.L.;3122.53;Servicio de mantenimiento;252;País Vasco;B-5624;Pagado;2023-05-06;Fernández, Asociados;4634.65;Revisión anual de equipos;148;Aragón;A-8860;En revisión
2023-04-05;Ibáñez Logística;4225.33;Transporte de mercancía;123;País Vasco;G-9837;Pagado;2023-04-13;Fernández, Asociados;1948.91;Compra de material informático;163;Aragón;A-2746;Pagado;2023-04-21;Peña & Hijos;4285.98;Formación interna;411;Cataluña;A-7408;Pagado;2023-04-29;Núñez Ortega y Cía.;3165.15;Formación interna;184;Andalucía;E-0898;Anulado;2023-05-07;"Taller ""El Rápido""";4940.82;Revisión anual de equipos;183;Andalucía;D-5848;En revisión
2023-04-06;"Taller ""El Rápido""";312.07;Formación interna;151;Andalucía;D-7334;En revisión;2023-04-14;Acme Distribuciones S.L.;826.38;Servicio de mantenimiento;455;Galicia;H-3554;En revisión;2023-04-22;Núñez Ortega y Cía.;4317.69;Servicio de mantenimiento;492;País Vasco;E-3961;Pendiente;2023-04-30;Ibáñez Logística;2744.04;Compra de material informático;291;País Vasco;G-1747;Anulado;2023-05-08;Núñez Ortega y Cía.;782.89;Revisión anual de equipos;8;Aragón;G-0636;Anulado
2023-04-07;Ibáñez Logística;2007.12;Transporte de mercancía;458;Andalucía;C-4044;Pagado;2023-04-15;Núñez Ortega y Cía.;3619.21;Transporte de mercancía;7;Aragón;A-8889;Pendiente;2023-04-23;García S.L.;4587.83;Consultoría técnica;406;Madrid;A-1290;En revisión;2023-05-01;Acme Distribuciones S.L.;1060.63;Compra de material informático;272;Aragón;D-2279;Pagado;2023-05-09;García S.L.;2761.15;Transporte de mercancía;293;Aragón;F-0166;Pendiente
2023-04-08;Acme Distribuciones S.L.;2765.00;Compra de material informático;63;Madrid;B-3289;Pagado;2023-04-16;"Taller ""El Rápido""";4837.30;Revisión anual de equipos;60;Madrid;C-6378;Pendiente;2023-04-24;García S.L.;1664.72;Consultoría técnica;233;Madrid;E-7788;Pagado;2023-05-02;García S.L.;290.59;Servicio de mantenimiento;103;Madrid;B-1091;Anulado;2023-05-10;Muñoz Hermanos;2413.95;Formación interna;405;Galicia;E-9908;En revisión
2023-04-09;Núñez Ortega y Cía.;403.77;Formación interna;460;Andalucía;H-2331;En revisión;2023-04-17;Muñoz Hermanos;885.09;Compra de material informático;190;Andalucía;C-7945;En revisión;2023-04-25;Acme Distribuciones S.L.;4255.15;Transporte de mercancía;210;Cataluña;F-5979;En revisión;2023-05-03;Acme Distribuciones S.L.;269.63;Compra de material informático;467;Aragón;E-6994;Pagado;2023-05-11;"Taller ""El Rápido""";489.51;Formación interna;7;Galicia;G-3762;En revisión
2023-04-10;Ibáñez Logística;506.52;Consultoría técnica;399;Galicia;C-8364;Pagado;2023-04-18;Acme Distribuciones S.L.;2840.60;Consultoría técnica;400;Madrid;G-3970;Anulado;2023-04-26;"Taller ""El Rápido""";4913.37;Consultoría técnica;362;Galicia;C-3323;En revisión;2023-05-04;Acme Distribuciones S.L.;4718.28;Servicio de mantenimiento;367;Andalucía;B-2658;Anulado;2023-05-12;García S.L.;3525.25;Servicio de mantenimiento;226;País Vasco;D-8118;Pagado
2023-04-11;Núñez Ortega y Cía.;2088.41;Transporte de mercancía;392;Aragón;A-3589;Anulado;2023-04-19;Fernández, Asociados;1413.53;Consultoría técnica;149;Cataluña;E-7616;Anulado;2023-04-27;Peña & Hijos;3633.22;Formación interna;58;Madrid;A-5432;Anulado;2023-05-05;Núñez Ortega y Cía.;2890.56;Formación interna;128;Aragón;F-0570;Pendiente;2023-05-13;Acme Distribuciones S.L.;4232.36;Servicio de mantenimiento;427;Madrid;G-2689;Anulado
2023-04-12;Ibáñez Logística;4418.78;Formación interna;4;Aragón;G-8341;En revisión;2023-04-20;Núñez Ortega y Cía.;649.78;Revisión anual de equipos;296;País Vasco;B-8280;Anulado;2023-04-28;Ibáñez Logística;638.42;Compra de material informático;459;Cataluña;G-7796;Anulado;2023-05-06;"Taller ""El Rápido""";2720.67;Servicio de mantenimiento;143;Madrid;D-2360;Pendiente;2023-05-14;Fernández, Asociados;4327.76;Servicio de mantenimiento;76;Aragón;A-2717;Anulado
2023-04-13;Núñez Ortega y Cía.;4263.33;Servicio de mantenimiento;317;Cataluña;C-3530;Anulado;2023-04-21;Núñez Ortega y Cía.;1504.45;Consultoría técnica;239;Andalucía;H-3049;Pendiente;2023-04-29;Acme Distribuciones S.L.;1231.63;Compra de material informático;57;Aragón;H-0055;En revisión;2023-05-07;García S.L.;2989.15;Formación interna;485;Aragón;G-3326;Anulado;2023-05-15;Peña & Hijos;3942.68;Transporte de mercancía;227;Madrid;C-8339;Pendiente
2023-04-14;Muñoz Hermanos;4022.67;Transporte de mercancía;408;País Vasco;A-2784;Pagado;2023-04-22;Peña & Hijos;2633.08;Revisión anual de equipos;437;Cataluña;D-8685;Pagado;2023-04-30;"Taller ""El Rápido""";781.78;Consultoría técnica;181;Galicia;D-3269;Anulado;2023-05-08;Acme Distribuciones S.L.;158.34;Transporte de mercancía;322;Aragón;D-5986;Anulado;2023-05-16;Muñoz Hermanos;265.21;Servicio de mantenimiento;490;Galicia;H-9884;En revisión
2023-04-15;Muñoz Hermanos;4892.94;Transporte de mercancía;427;Galicia;G-5244;Anulado;2023-04-23;"Taller ""El Rápido""";1580.72;Formación interna;8;Galicia;H-7045;En revisión;2023-05-01;Núñez Ortega y Cía.;4770.00;Compra de material informático;458;Cataluña;G-9726;Pagado;2023-05-09;Muñoz Hermanos;4177.97;Formación interna;28;País Vasco;C-9111;Pendiente;2023-05-17;Peña & Hijos;3768.69;Revisión anual de equipos;265;Madrid;B-7222;Pendiente
2023-04-16;Núñez Ortega y Cía.;1587.24;Formación interna;474;País Vasco;H-3473;En revisión;2023-04-24;Fernández, Asociados;2777.66;Transporte de mercancía;261;Madrid;F-2152;Pagado;2023-05-02;Muñoz Hermanos;992.01;Transporte de mercancía;492;Galicia;H-9000;Pagado;2023-05-10;Acme Distribuciones S.L.;2830.30;Consultoría técnica;73;Andalucía;D-1792;Pagado;2023-05-18;Acme Distribuciones S.L.;620.78;Revisión anual de equipos;100;Galicia;E-0823;Anulado
2023-04-17;Fernández, Asociados;4072.84;Compra de material informático;4;Andalucía;C-3511;Anulado;2023-04-25;Muñoz Hermanos;1396.04;Servicio de mantenimiento;71;Andalucía;C-7656;Anulado;2023-05-03;García S.L.;1984.62;Servicio de mantenimiento;443;Aragón;G-6028;Pendiente;2023-05-11;Muñoz Hermanos;2985.54;Revisión anual de equipos;270;Andalucía;E-8157;Anulado;2023-05-19;Núñez Ortega y Cía.;2152.16;Revisión anual de equipos;118;Galicia;G-6523;Anulado
2023-04-18;García S.L.;4008.74;Formación interna;410;Aragón;H-7873;Pagado;2023-04-26;Peña & Hijos;3097.32;Formación interna;147;País Vasco;E-0335;En revisión;2023-05-04;García S.L.;2334.82;Compra de material informático;191;País Vasco;F-8652;Anulado;2023-05-12;Acme Distribuciones S.L.;1184.73;Servicio de mantenimiento;451;Cataluña;A-7288;Pagado;2023-05-20;Fernández, Asociados;3934.37;Compra de material informático;82;Andalucía;G-0052;Anulado
2023-04-19;Núñez Ortega y Cía.;621.80;Compra de material informático;452;Andalucía;F-8207;Pendiente;2023-04-27;Fernández, Asociados;2010.21;Consultoría técnica;43;Galicia;F-5806;En revisión;2023-05-05;Fernández, Asociados;4584.61;Formación interna;437;Aragón;A-8305;Pagado;2023-05-13;"Taller ""El Rápido""";4649.95;Transporte de mercancía;105;Galicia;C-3213;Pagado;2023-05-21;Muñoz Hermanos;2695.83;Transporte de mercancía;172;Andalucía;F-0748;Anulado
2023-04-20;García S.L.;4283.05;Transporte de mercancía;137;País Vasco;B-4558;Pagado;2023-04-28;Ibáñez Logística;2395.40;Revisión anual de equipos;104;Aragón;B-3663;Pendiente;2023-05-06;Acme Distribuciones S.L.;2189.71;Consultoría técnica;30;País Vasco;C-3177;En revisión;2023-05-14;Peña & Hijos;1674.09;Compra de material informático;27;Cataluña;D-6111;Pendiente;2023-05-22;Ibáñez Logística;932.56;Formación interna;220;Cataluña;E-2682;Pendiente
TOTAL;;390278.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
