Fecha,Cliente,Importe,Concepto,Cantidad,Región,Código,Estado,Fecha_2,Cliente_2,Importe_2,Concepto_2,Cantidad_2,Región_2,Código_2,Estado_2,Fecha_3,Cliente_3,Importe_3,Concepto_3,Cantidad_3,Región_3,Código_3,Estado_3,Fecha_4,Cliente_4,Importe_4,Concepto_4,Cantidad_4,Región_4,Código_4,Estado_4,Fecha_5,Cliente_5,Importe_5,Concepto_5,Cantidad_5,Región_5,Código_5,Estado_5
2024-01-02,Muñoz Hermanos,4276.62,Consultoría técnica,130,Galicia,G-7470,Pagado,2024-01-10,"Fernández, Asociados",2919.43,Transporte de mercancía,435,Madrid,C-1820,Pendiente,2024-01-18,Peña & Hijos,442.14,Servicio de mantenimiento,356,País Vasco,D-4862,Anulado,2024-01-26,Núñez Ortega y Cía.,1589.78,Formación interna,209,Andalucía,E-1239,Pagado,2024-02-03,"Taller ""El Rápido""",2024.19,Servicio de mantenimiento,413,Cataluña,D-8214,En revisión
2024-01-03,García S.L.,978.44,Transporte de mercancía,306,Madrid,H-7013,Anulado,2024-01-11,"Taller ""El Rápido""",106.01,Formación interna,449,Galicia,G-7313,Pagado,2024-01-19,Ibáñez Logística,4736.99,Compra de material informático,237,Andalucía,H-4710,Pendiente,2024-01-27,Acme Distribuciones S.L.,126.63,Servicio de mantenimiento,124,Andalucía,F-7873,Anulado,2024-02-04,"Fernández, Asociados",940.24,Servicio de mantenimiento,81,Andalucía,B-7468,Pendiente
2024-01-04,"Fernández, Asociados",1680.73,Revisión anual de equipos,405,Madrid,E-0857,Pagado,2024-01-12,Peña & Hijos,2984.27,Compra de material informático,91,Madrid,D-1743,Pendiente,2024-01-20,García S.L.,2898.40,Revisión anual de equipos,154,Cataluña,F-4736,En revisión,2024-01-28,Núñez Ortega y Cía.,2431.40,Revisión anual de equipos,115,Madrid,C-2406,Pendiente,2024-02-05,"Taller ""El Rápido""",2442.67,Servicio de mantenimiento,322,Madrid,F-4229,En revisión
2024-01-05,Peña & Hijos,1407.79,Servicio de mantenimiento,192,Galicia,B-6196,Pagado,2024-01-13,García S.L.,983.29,Formación interna,314,Madrid,A-3852,Anulado,2024-01-21,Núñez Ortega y Cía.,2441.43,Compra de material informático,42,Aragón,G-0967,En revisión,2024-01-29,Peña & Hijos,4113.45,Formación interna,176,Madrid,B-6820,Anulado,2024-02-06,Muñoz Hermanos,49.89,Revisión anual de equipos,12,Madrid,D-5536,Pagado
2024-01-06,"Taller ""El Rápido""",1706.58,Formación interna,6,Andalucía,E-4110,Pagado,2024-01-14,Muñoz Hermanos,4374.30,Servicio de mantenimiento,353,Galicia,G-1207,Anulado,2024-01-22,"Fernández, Asociados",4843.64,Consultoría técnica,300,Aragón,F-2103,Anulado,2024-01-30,Acme Distribuciones S.L.,233.91,Formación interna,153,País Vasco,H-4600,En revisión,2024-02-07,Acme Distribuciones S.L.,2744.79,Compra de material informático,414,Madrid,C-7449,Anulado
2024-01-07,"Fernández, Asociados",1011.03,Consultoría técnica,404,Madrid,A-7822,Pendiente,2024-01-15,Muñoz Hermanos,4313.30,Transporte de mercancía,77,Cataluña,F-9609,Pendiente,2024-01-23,"Taller ""El Rápido""",1726.98,Compra de material informático,187,Madrid,F-2089,Anulado,2024-01-31,Muñoz Hermanos,4606.52,Consultoría técnica,205,Aragón,A-3812,En revisión,2024-02-08,Muñoz Hermanos,1040.23,Transporte de mercancía,337,Andalucía,B-1695,En revisión
2024-01-08,Ibáñez Logística,831.48,Revisión anual de equipos,93,Cataluña,G-5765,Anulado,2024-01-16,García S.L.,1783.88,Revisión anual de equipos,196,Galicia,C-5662,Pagado,2024-01-24,"Taller ""El Rápido""",4314.61,Formación interna,364,Madrid,G-2095,En revisión,2024-02-01,Ibáñez Logística,3129.93,Formación interna,203,Andalucía,A-6761,Pendiente,2024-02-09,"Fernández, Asociados",3457.39,Servicio de mantenimiento,302,Madrid,A-0223,En revisión
2024-01-09,Ibáñez Logística,2460.78,Formación interna,443,Cataluña,D-8784,Pendiente,2024-01-17,García S.L.,3501.38,Revisión anual de equipos,325,País Vasco,A-6369,En revisión,2024-01-25,Muñoz Hermanos,2608.18,Servicio de mantenimiento,190,Aragón,G-8612,Pagado,2024-02-02,Núñez Ortega y Cía.,2719.03,Transporte de mercancía,208,País Vasco,A-5821,Anulado,2024-02-10,Ibáñez Logística,2048.34,Formación interna,147,Andalucía,D-5247,Pendiente
2024-01-10,Muñoz Hermanos,1724.85,Servicio de mantenimiento,427,País Vasco,G-4472,Pagado,2024-01-18,Muñoz Hermanos,976.93,Compra de material informático,131,País Vasco,B-2965,En revisión,2024-01-26,Ibáñez Logística,2986.82,Transporte de mercancía,226,Galicia,A-3822,Anulado,2024-02-03,Muñoz Hermanos,4468.43,Consultoría técnica,416,Aragón,E-2698,Pendiente,2024-02-11,Núñez Ortega y Cía.,1772.73,Servicio de mantenimiento,227,Andalucía,B-3867,Pagado
2024-01-11,Acme Distribuciones S.L.,2656.62,Consultoría técnica,413,Madrid,F-2982,Anulado,2024-01-19,García S.L.,4906.93,Formación interna,137,País Vasco,A-1609,Anulado,2024-01-27,"Taller ""El Rápido""",1418.97,Consultoría técnica,32,Aragón,A-5689,Anulado,2024-02-04,"Taller ""El Rápido""",1126.59,Servicio de mantenimiento,151,Galicia,D-9078,Pendiente,2024-02-12,"Taller ""El Rápido""",3711.53,Consultoría técnica,414,Aragón,F-1667,Anulado
2024-01-12,Acme Distribuciones S.L.,1515.30,Compra de material informático,36,País Vasco,D-2181,Pendiente,2024-01-20,Núñez Ortega y Cía.,4749.79,Formación interna,195,Cataluña,D-4699,Pagado,2024-01-28,"Fernández, Asociados",1608.25,Formación interna,295,País Vasco,E-6961,Pendiente,2024-02-05,"Taller ""El Rápido""",3224.64,Formación interna,375,Aragón,A-7443,En revisión,2024-02-13,"Fernández, Asociados",1742.29,Servicio de mantenimiento,225,País Vasco,D-8889,Pendiente
2024-01-13,Acme Distribuciones S.L.,788.09,Revisión anual de equipos,61,Aragón,G-3254,En revisión,2024-01-21,Peña & Hijos,1778.40,Servicio de mantenimiento,29,Madrid,D-3431,Anulado,2024-01-29,"Taller ""El Rápido""",4404.45,Compra de material informático,496,Aragón,E-5910,En revisión,2024-02-06,Peña & Hijos,511.55,Formación interna,398,Andalucía,D-7949,Anulado,2024-02-14,"Fernández, Asociados",786.45,Compra de material informático,187,Aragón,C-3919,En revisión
2024-01-14,García S.L.,475.12,Formación interna,79,Madrid,B-8058,Anulado,2024-01-22,Ibáñez Logística,3652.33,Servicio de mantenimiento,414,Galicia,D-4897,Pendiente,2024-01-30,"Fernández, Asociados",1639.46,Revisión anual de equipos,392,Cataluña,H-4128,En revisión,2024-02-07,Acme Distribuciones S.L.,650.56,Servicio de mantenimiento,124,Andalucía,A-6830,Pendiente,2024-02-15,"Fernández, Asociados",269.38,Transporte de mercancía,247,Cataluña,C-9456,Anulado
2024-01-15,Núñez Ortega y Cía.,1401.10,Transporte de mercancía,365,País Vasco,B-6622,Pendiente,2024-01-23,Núñez Ortega y Cía.,1121.44,Transporte de mercancía,292,Aragón,D-5665,En revisión,2024-01-31,Muñoz Hermanos,1791.27,Compra de material informático,43,Cataluña,C-1053,Pendiente,2024-02-08,Núñez Ortega y Cía.,26.14,Compra de material informático,259,País Vasco,B-2086,Pendiente,2024-02-16,Muñoz Hermanos,3476.19,Servicio de mantenimiento,152,Madrid,F-0266,Anulado
2024-01-16,García S.L.,1041.01,Consultoría técnica,187,Cataluña,D-8251,Pendiente,2024-01-24,Núñez Ortega y Cía.,3015.12,Servicio de mantenimiento,379,Cataluña,G-9307,Pendiente,2024-02-01,"Taller ""El Rápido""",3294.49,Revisión anual de equipos,24,País Vasco,B-6502,Pendiente,2024-02-09,Acme Distribuciones S.L.,2067.39,Transporte de mercancía,286,Galicia,C-5078,Pagado,2024-02-17,"Fernández, Asociados",612.23,Compra de material informático,348,Cataluña,D-4561,Pendiente
2024-01-17,Ibáñez Logística,2060.80,Consultoría técnica,217,Aragón,A-9920,En revisión,2024-01-25,"Fernández, Asociados",1660.40,Formación interna,460,Cataluña,H-5504,Anulado,2024-02-02,"Taller ""El Rápido""",1987.63,Servicio de mantenimiento,430,Cataluña,D-7615,Pagado,2024-02-10,Núñez Ortega y Cía.,4088.37,Revisión anual de equipos,344,Andalucía,H-9188,Pendiente,2024-02-18,"Taller ""El Rápido""",3066.37,Revisión anual de equipos,200,Andalucía,F-2019,Pendiente
