2023-04-16;Fernández, Asociados;4123.57;Formación interna;279;Andalucía
2023-04-17;Ibáñez Logística;4411.01;Revisión anual de equipos;412;País Vasco
2023-04-18;García S.L.;4155.43;Compra de material informático;367;País Vasco
2023-04-19;Acme Distribuciones S.L.;3454.00;Transporte de mercancía;147;Madrid
2023-04-20;Muñoz Hermanos;4069.46;Formación interna;85;País Vasco
2023-04-21;Acme Distribuciones S.L.;150.93;Compra de material informático;399;Cataluña
2023-04-22;Peña & Hijos;1174.50;Formación interna;353;Andalucía
2023-04-23;"Taller ""El Rápido""";4052.13;Compra de material informático;324;Andalucía
2023-04-24;Ibáñez Logística;1111.75;Consultoría técnica;191;Galicia
2023-04-25;Núñez Ortega y Cía.;541.14;Servicio de mantenimiento;373;Cataluña
2023-04-26;Fernández, Asociados;4995.87;Compra de material informático;465;País Vasco
2023-04-27;Núñez Ortega y Cía.;121.25;Revisión anual de equipos;390;Andalucía
2023-04-28;Muñoz Hermanos;2774.46;Transporte de mercancía;168;Galicia
2023-04-29;Muñoz Hermanos;4688.25;Consultoría técnica;427;Aragón
2023-04-30;Muñoz Hermanos;826.52;Transporte de mercancía;189;Galicia
2023-05-01;Peña & Hijos;2733.45;Transporte de mercancía;498;Madrid
2023-05-02;Fernández, Asociados;3483.38;Compra de material informático;1;Cataluña
2023-05-03;Acme Distribuciones S.L.;1779.87;Servicio de mantenimiento;414;Cataluña
2023-05-04;Muñoz Hermanos;3782.25;Revisión anual de equipos;372;Madrid
2023-05-05;Muñoz Hermanos;1233.98;Transporte de mercancía;230;Madrid
2023-05-06;Fernández, Asociados;3578.64;Compra de material informático;196;Galicia
2023-05-07;"Taller ""El Rápido""";1362.49;Compra de material informático;201;Aragón
2023-05-08;Acme Distribuciones S.L.;86.03;Formación interna;228;Andalucía
2023-05-09;Ibáñez Logística;1866.64;Servicio de mantenimiento;333;Andalucía
2023-05-10;Muñoz Hermanos;2256.26;Compra de material informático;358;Andalucía
2023-05-11;García S.L.;2351.27;Transporte de mercancía;192;Aragón
2023-05-12;Peña & Hijos;1906.31;Servicio de mantenimiento;109;Madrid
2023-05-13;Muñoz Hermanos;1695.24;Revisión anual de equipos;282;Andalucía
2023-05-14;García S.L.;1094.59;Revisión anual de equipos;244;Galicia
2023-05-15;Peña & Hijos;701.56;Compra de material informático;450;Aragón
2023-05-16;Acme Distribuciones S.L.;2447.15;Servicio de mantenimiento;100;País Vasco
2023-05-17;Fernández, Asociados;2796.98;Revisión anual de equipos;145;Madrid
2023-05-18;Acme Distribuciones S.L.;1805.40;Servicio de mantenimiento;105;Madrid
2023-05-19;Ibáñez Logística;4589.18;Servicio de mantenimiento;492;Galicia
2023-05-20;"Taller ""El Rápido""";486.59;Transporte de mercancía;318;Galicia
2023-05-21;Peña & Hijos;981.74;Compra de material informático;161;Aragón
2023-05-22;García S.L.;4064.36;Servicio de mantenimiento;171;País Vasco
2023-05-23;García S.L.;34.60;Consultoría técnica;253;Cataluña
2023-05-24;Fernández, Asociados;3612.99;Servicio de mantenimiento;219;Andalucía
2023-05-25;Fernández, Asociados;675.97;Formación interna;424;Cataluña
2023-05-26;Peña & Hijos;3010.87;Revisión anual de equipos;177;País Vasco
2023-05-27;Fernández, Asociados;2817.83;Servicio de mantenimiento;499;Andalucía
2023-05-28;García S.L.;2285.45;Consultoría técnica;238;Madrid
2023-05-29;"Taller ""El Rápido""";568.54;Transporte de mercancía;394;País Vasco
2023-05-30;Muñoz Hermanos;4753.09;Transporte de mercancía;35;Andalucía
2023-05-31;Acme Distribuciones S.L.;452.63;Compra de material informático;86;Aragón
2023-06-01;Fernández, Asociados;2239.49;Revisión anual de equipos;107;Aragón
2023-06-02;Acme Distribuciones S.L.;4029.92;Compra de material informático;238;Cataluña
2023-06-03;Acme Distribuciones S.L.;4992.54;Transporte de mercancía;496;Aragón
2023-06-04;Acme Distribuciones S.L.;1611.77;Servicio de mantenimiento;447;País Vasco
2023-06-05;Núñez Ortega y Cía.;1011.54;Compra de material informático;486;Madrid
2023-06-06;Fernández, Asociados;1839.07;Consultoría técnica;183;Cataluña
2023-06-07;Fernández, Asociados;1112.98;Formación interna;25;País Vasco
2023-06-08;"Taller ""El Rápido""";1442.92;Compra de material informático;226;País Vasco
2023-06-09;Fernández, Asociados;4928.62;Consultoría técnica;163;Cataluña
2023-06-10;Ibáñez Logística;3709.95;Formación interna;306;Cataluña
2023-06-11;Muñoz Hermanos;1838.79;Transporte de mercancía;175;País Vasco
2023-06-12;Peña & Hijos;4227.57;Servicio de mantenimiento;22;Andalucía
2023-06-13;Núñez Ortega y Cía.;1412.39;Consultoría técnica;421;Aragón
2023-06-14;Muñoz Hermanos;3922.45;Transporte de mercancía;129;Galicia
2023-06-15;Peña & Hijos;4481.87;Servicio de mantenimiento;337;Madrid
2023-06-16;Núñez Ortega y Cía.;4922.98;Revisión anual de equipos;171;País Vasco
2023-06-17;García S.L.;1741.93;Compra de material informático;79;País Vasco
2023-06-18;Acme Distribuciones S.L.;3930.78;Revisión anual de equipos;410;Andalucía
2023-06-19;Acme Distribuciones S.L.;145.17;Compra de material informático;223;Aragón
2023-06-20;Muñoz Hermanos;651.38;Transporte de mercancía;137;Madrid
2023-06-21;Muñoz Hermanos;110.49;Compra de material informático;123;Madrid
2023-06-22;Ibáñez Logística;1928.93;Consultoría técnica;431;Andalucía
2023-06-23;Muñoz Hermanos;199.64;Consultoría técnica;204;Galicia
2023-06-24;Acme Distribuciones S.L.;2027.15;Servicio de mantenimiento;316;Andalucía
2023-06-25;Muñoz Hermanos;4561.35;Compra de material informático;101;Andalucía
2023-06-26;Fernández, Asociados;2376.20;Consultoría técnica;344;Aragón
2023-06-27;"Taller ""El Rápido""";871.35;Revisión anual de equipos;206;Aragón
2023-06-28;Núñez Ortega y Cía.;440.87;Transporte de mercancía;431;Galicia
2023-06-29;"Taller ""El Rápido""";367.26;Compra de material informático;71;Aragón
2023-06-30;"Taller ""El Rápido""";1446.76;Transporte de mercancía;287;País Vasco
2023-07-01;Peña & Hijos;4707.53;Formación interna;207;País Vasco
2023-07-02;García S.L.;2416.82;Transporte de mercancía;91;Cataluña
2023-07-03;Ibáñez Logística;4987.76;Revisión anual de equipos;482;Galicia
2023-07-04;Fernández, Asociados;3400.62;Transporte de mercancía;154;Cataluña
2023-07-05;García S.L.;932.45;Consultoría técnica;55;Madrid
2023-07-06;Peña & Hijos;3127.87;Transporte de mercancía;309;Andalucía
2023-07-07;"Taller ""El Rápido""";345.69;Formación interna;260;País Vasco
2023-07-08;Núñez Ortega y Cía.;1800.24;Compra de material informático;279;Madrid
2023-07-09;García S.L.;2259.13;Servicio de mantenimiento;16;País Vasco
2023-07-10;Muñoz Hermanos;3719.38;Transporte de mercancía;431;Andalucía
2023-07-11;Ibáñez Logística;1253.54;Revisión anual de equipos;29;Andalucía
2023-07-12;García S.L.;1529.55;Consultoría técnica;76;País Vasco
2023-07-13;Núñez Ortega y Cía.;3190.68;Servicio de mantenimiento;390;Cataluña
2023-07-14;Núñez Ortega y Cía.;1464.80;Consultoría técnica;342;Andalucía
2023-07-15;"Taller ""El Rápido""";4821.88;Revisión anual de equipos;70;Cataluña
2023-07-16;"Taller ""El Rápido""";4023.07;Revisión anual de equipos;166;Madrid
2023-07-17;Fernández, Asociados;4940.13;Formación interna;388;Galicia
2023-07-18;Ibáñez Logística;4314.06;Servicio de mantenimiento;225;Madrid
2023-07-19;Peña & Hijos;1142.95;Formación interna;484;País Vasco
2023-07-20;Fernández, Asociados;3011.96;Formación interna;414;Andalucía
2023-07-21;"Taller ""El Rápido""";298.76;Transporte de mercancía;454;Cataluña
2023-07-22;Peña & Hijos;4187.77;Revisión anual de equipos;56;País Vasco
2023-07-23;Muñoz Hermanos;1386.98;Servicio de mantenimiento;494;Andalucía
2023-07-24;Muñoz Hermanos;217.38;Consultoría técnica;435;País Vasco
2023-07-25;"Taller ""El Rápido""";4981.16;Revisión anual de equipos;22;Galicia
2023-07-26;García S.L.;1003.69;Transporte de mercancía;325;Andalucía
2023-07-27;"Taller ""El Rápido""";2650.25;Revisión anual de equipos;177;Andalucía
2023-07-28;García S.L.;4919.88;Servicio de mantenimiento;307;Andalucía
2023-07-29;García S.L.;2646.66;Compra de material informático;329;Cataluña
--- Fin del informe: 150 líneas ---
