Fecha;Cliente;Importe
2024-04-22;García S.L.;3140.56
2024-04-23;Acme Distribuciones S.L.;3916.92
2024-04-24;Núñez Ortega y Cía.;326.25
2024-04-25;"Taller ""El Rápido""";2364.73
2024-04-26;Núñez Ortega y Cía.;1126.57
2024-04-27;"Taller ""El Rápido""";4039.92
2024-04-28;Muñoz Hermanos;3299.68
2024-04-29;"Taller ""El Rápido""";3067.72
2024-04-30;Peña & Hijos;3351.10
2024-05-01;García S.L.;897.87
2024-05-02;Núñez Ortega y Cía.;1474.02
2024-05-03;Ibáñez Logística;1517.71
2024-05-04;Ibáñez Logística;1577.40
2024-05-05;Peña & Hijos;985.72
2024-05-06;Peña & Hijos;618.90
2024-05-07;Núñez Ortega y Cía.;134.36
2024-05-08;Fernández, Asociados;2094.95
2024-05-09;Ibáñez Logística;3215.33
2024-05-10;Muñoz Hermanos;2331.90
2024-05-11;Fernández, Asociados;429.37
2024-05-12;Muñoz Hermanos;4892.97
2024-05-13;Acme Distribuciones S.L.;2865.05
2024-05-14;"Taller ""El Rápido""";2901.92
2024-05-15;Fernández, Asociados;3174.79
2024-05-16;Muñoz Hermanos;3221.24
2024-05-17;Muñoz Hermanos;3234.71
2024-05-18;Ibáñez Logística;1280.44
2024-05-19;Peña & Hijos;1698.75
2024-05-20;Acme Distribuciones S.L.;1855.62
2024-05-21;Fernández, Asociados;2719.30
2024-05-22;Peña & Hijos;1027.08
2024-05-23;Núñez Ortega y Cía.;3359.16
2024-05-24;Fernández, Asociados;2122.93
2024-05-25;Ibáñez Logística;266.08
2024-05-26;Acme Distribuciones S.L.;1599.66
2024-05-27;Peña & Hijos;3423.32
2024-05-28;"Taller ""El Rápido""";517.60
2024-05-29;Acme Distribuciones S.L.;2611.96
2024-05-30;Núñez Ortega y Cía.;3378.48
2024-05-31;"Taller ""El Rápido""";1388.79
2024-06-01;García S.L.;1820.55
2024-06-02;Peña & Hijos;253.80
2024-06-03;Núñez Ortega y Cía.;4279.72
2024-06-04;Ibáñez Logística;4104.20
2024-06-05;Muñoz Hermanos;3859.10
2024-06-06;Núñez Ortega y Cía.;220.86
2024-06-07;Ibáñez Logística;43.21
2024-06-08;Peña & Hijos;4753.19
2024-06-09;Peña & Hijos;4139.28
2024-06-10;Ibáñez Logística;306.36
2024-06-11;Muñoz Hermanos;3213.72
2024-06-12;Ibáñez Logística;1914.45
2024-06-13;Núñez Ortega y Cía.;4426.79
2024-06-14;Acme Distribuciones S.L.;2782.55
2024-06-15;Fernández, Asociados;1486.16
2024-06-16;García S.L.;2806.92
2024-06-17;Ibáñez Logística;1902.30
2024-06-18;Ibáñez Logística;3504.51
2024-06-19;García S.L.;10.05
2024-06-20;Fernández, Asociados;3145.72
2024-06-21;Peña & Hijos;4011.63
2024-06-22;Fernández, Asociados;4543.71
2024-06-23;Núñez Ortega y Cía.;3036.92
2024-06-24;García S.L.;1774.19
2024-06-25;Acme Distribuciones S.L.;295.05
2024-06-26;Muñoz Hermanos;4644.10
2024-06-27;Acme Distribuciones S.L.;3182.14
2024-06-28;García S.L.;3823.34
2024-06-29;Peña & Hijos;3622.57
2024-06-30;Acme Distribuciones S.L.;2096.60
2024-07-01;Acme Distribuciones S.L.;4447.77
2024-07-02;Muñoz Hermanos;3955.09
2024-07-03;"Taller ""El Rápido""";2434.69
2024-07-04;Ibáñez Logística;1499.77
2024-07-05;Acme Distribuciones S.L.;974.10
2024-07-06;Muñoz Hermanos;3212.95
2024-07-07;"Taller ""El Rápido""";1915.57
2024-07-08;Núñez Ortega y Cía.;1561.70
2024-07-09;Núñez Ortega y Cía.;4323.81
2024-07-10;Acme Distribuciones S.L.;3350.76
2024-07-11;Ibáñez Logística;4563.28
2024-07-12;Peña & Hijos;1542.62
2024-07-13;Acme Distribuciones S.L.;2409.63
2024-07-14;Fernández, Asociados;2111.81
2024-07-15;"Taller ""El Rápido""";2196.12
2024-07-16;Acme Distribuciones S.L.;3693.11
2024-07-17;Ibáñez Logística;3954.49
2024-07-18;Fernández, Asociados;2581.55
2024-07-19;"Taller ""El Rápido""";1955.19
2024-07-20;Acme Distribuciones S.L.;2074.02
2024-07-21;Fernández, Asociados;116.04
2024-07-22;Núñez Ortega y Cía.;1173.17
2024-07-23;Acme Distribuciones S.L.;4356.36
2024-07-24;Peña & Hijos;4896.63
2024-07-25;Acme Distribuciones S.L.;3433.92
2024-07-26;Muñoz Hermanos;2871.61
2024-07-27;Acme Distribuciones S.L.;857.68
2024-07-28;Fernández, Asociados;1018.17
2024-07-29;Peña & Hijos;1924.67
2024-07-30;"Taller ""El Rápido""";2889.09
2024-07-31;Acme Distribuciones S.L.;4568.80
2024-08-01;García S.L.;4072.55
2024-08-02;Núñez Ortega y Cía.;2264.68
2024-08-03;Fernández, Asociados;2288.06
2024-08-04;Fernández, Asociados;1236.10
2024-08-05;Fernández, Asociados;2958.73
2024-08-06;Fernández, Asociados;1429.32
2024-08-07;Núñez Ortega y Cía.;483.77
2024-08-08;Acme Distribuciones S.L.;4091.67
2024-08-09;Acme Distribuciones S.L.;3435.20
2024-08-10;Peña & Hijos;3356.10
2024-08-11;García S.L.;2632.73
2024-08-12;Peña & Hijos;1069.28
2024-08-13;Ibáñez Logística;1409.70
2024-08-14;Fernández, Asociados;2596.54
2024-08-15;Ibáñez Logística;4987.94
2024-08-16;Fernández, Asociados;2542.14
2024-08-17;García S.L.;2008.92
2024-08-18;García S.L.;886.55
2024-08-19;Fernández, Asociados;2985.25
2024-08-20;Núñez Ortega y Cía.;287.69
2024-08-21;Fernández, Asociados;3322.41
2024-08-22;Fernández, Asociados;4490.07
2024-08-23;Núñez Ortega y Cía.;3055.20
2024-08-24;Acme Distribuciones S.L.;2648.20
2024-08-25;"Taller ""El Rápido""";47.49
2024-08-26;Peña & Hijos;4495.95
2024-08-27;García S.L.;761.38
2024-08-28;Fernández, Asociados;350.45
2024-08-29;Fernández, Asociados;100.49
2024-08-30;Ibáñez Logística;951.90
2024-08-31;Fernández, Asociados;868.11
2024-09-01;"Taller ""El Rápido""";2942.57
2024-09-02;García S.L.;1244.42
2024-09-03;Núñez Ortega y Cía.;2761.30
2024-09-04;Acme Distribuciones S.L.;1157.10
2024-09-05;Fernández, Asociados;3042.54
2024-09-06;Fernández, Asociados;2172.25
2024-09-07;Peña & Hijos;4690.09
2024-09-08;Ibáñez Logística;4446.03
2024-09-09;"Taller ""El Rápido""";2383.06
2024-09-10;Peña & Hijos;4923.40
2024-09-11;Ibáñez Logística;2628.82
2024-09-12;Ibáñez Logística;2252.80
2024-09-13;Muñoz Hermanos;3618.37
2024-09-14;García S.L.;719.69
2024-09-15;Fernández, Asociados;619.75
2024-09-16;"Taller ""El Rápido""";2463.96
2024-09-17;Acme Distribuciones S.L.;834.36
2024-09-18;Ibáñez Logística;1618.23
2024-09-19;Acme Distribuciones S.L.;3657.02
2024-09-20;Núñez Ortega y Cía.;1391.01
2024-09-21;Ibáñez Logística;1937.78
2024-09-22;Núñez Ortega y Cía.;2707.16
2024-09-23;García S.L.;1860.63
Informe generado el 2024-09-27 a las 15:06:25
