Fecha;Cliente;Importe;Concepto;Cantidad;Región;Código;Estado;Fecha_2;Cliente_2;Importe_2;Concepto_2;Cantidad_2;Región_2;Código_2;Estado_2;Fecha_3;Cliente_3;Importe_3;Concepto_3;Cantidad_3;Región_3;Código_3;Estado_3;Fecha_4;Cliente_4;Importe_4;Concepto_4;Cantidad_4;Región_4;Código_4;Estado_4;Fecha_5;Cliente_5;Importe_5;Concepto_5;Cantidad_5;Región_5;Código_5;Estado_5
2023-06-14;Ibáñez Logística;3253.58;Formación interna;275;Madrid;C-2188;En revisión;2023-06-22;Acme Distribuciones S.L.;3179.62;Servicio de mantenimiento;233;Madrid;E-8886;Pendiente;2023-06-30;Núñez Ortega y Cía.;3139.77;Compra de material informático;294;Madrid;F-2448;En revisión;2023-07-08;Ibáñez Logística;2835.76;Revisión anual de equipos;349;Aragón;H-4518;En revisión;2023-07-16;Peña & Hijos;3525.95;Transporte de mercancía;455;Cataluña;C-4766;En revisión
2023-06-15;Peña & Hijos;2981.48;Consultoría técnica;104;Aragón;C-3730;Pendiente;2023-06-23;Fernández, Asociados;2333.98;Servicio de mantenimiento;221;Galicia;G-0854;En revisión;2023-07-01;García S.L.;2348.40;Formación interna;40;País Vasco;H-0173;En revisión;2023-07-09;"Taller ""El Rápido""";1781.74;Revisión anual de equipos;228;Andalucía;B-2598;Anulado;2023-07-17;Muñoz Hermanos;4598.53;Revisión anual de equipos;492;Aragón;H-3851;Pagado
2023-06-16;García S.L.;4495.19;Transporte de mercancía;165;Cataluña;H-5573;Anulado;2023-06-24;Fernández, Asociados;1043.15;Servicio de mantenimiento;382;Aragón;F-8877;Anulado;2023-07-02;Acme Distribuciones S.L.;2338.00;Revisión anual de equipos;381;País Vasco;G-3752;Pendiente;2023-07-10;Ibáñez Logística;3248.36;Consultoría técnica;240;Galicia;H-9497;Pendiente;2023-07-18;Muñoz Hermanos;2602.69;Revisión anual de equipos;428;Aragón;A-7838;En revisión
2023-06-17;Peña & Hijos;3404.98;Servicio de mantenimiento;94;Andalucía;B-7848;En revisión;2023-06-25;"Taller ""El Rápido""";3484.38;Consultoría técnica;451;Madrid;C-4132;Anulado;2023-07-03;Núñez Ortega y Cía.;1479.97;Formación interna;312;Aragón;A-2201;En revisión;2023-07-11;Núñez Ortega y Cía.;2701.16;Compra de material informático;265;Madrid;D-5588;En revisión;2023-07-19;"Taller ""El Rápido""";2833.55;Compra de material informático;133;Cataluña;E-3791;Anulado
2023-06-18;"Taller ""El Rápido""";2763.59;Servicio de mantenimiento;225;Galicia;H-8087;Pagado;2023-06-26;Núñez Ortega y Cía.;4821.44;Servicio de mantenimiento;80;Cataluña;F-9758;Anulado;2023-07-04;Peña & Hijos;2968.16;Servicio de mantenimiento;392;Andalucía;E-7659;Pagado;2023-07-12;Peña & Hijos;224.08;Transporte de mercancía;275;Aragón;G-3234;En revisión;2023-07-20;"Taller ""El Rápido""";2596.45;Compra de material informático;243;País Vasco;H-8353;En revisión
2023-06-19;"Taller ""El Rápido""";2871.97;Formación interna;390;País Vasco;G-7859;Anulado;2023-06-27;Peña & Hijos;4604.81;Formación interna;170;País Vasco;H-9412;Anulado;2023-07-05;Fernández, Asociados;2400.71;Consultoría técnica;197;Madrid;G-1378;Anulado;2023-07-13;Fernández, Asociados;1803.24;Servicio de mantenimiento;437;Aragón;F-7544;Pendiente;2023-07-21;Acme Distribuciones S.L.;1950.25;Consultoría técnica;431;Madrid;C-8528;Pagado
2023-06-20;Fernández, Asociados;1579.95;Servicio de mantenimiento;188;Andalucía;H-0700;En revisión;2023-06-28;Peña & Hijos;4378.33;Servicio de mantenimiento;155;País Vasco;B-5474;Pagado;2023-07-06;Núñez Ortega y Cía.;1997.14;Transporte de mercancía;414;Madrid;B-1445;Pendiente;2023-07-14;"Taller ""El Rápido""";366.99;Servicio de mantenimiento;293;País Vasco;G-6677;Pagado;2023-07-22;"Taller ""El Rápido""";3948.56;Revisión anual de equipos;3;Madrid;D-1031;En revisión
2023-06-21;Muñoz Hermanos;4203.82;Revisión anual de equipos;455;País Vasco;H-5634;Pagado;2023-06-29;Núñez Ortega y Cía.;2391.48;Compra de material informático;421;Madrid;D-5330;Pendiente;2023-07-07;Ibáñez Logística;401.85;Formación interna;371;Aragón;C-6555;En revisión;2023-07-15;Peña & Hijos;434.24;Servicio de mantenimiento;75;País Vasco;B-7581;Anulado;2023-07-23;Acme Distribuciones S.L.;550.38;Transporte de mercancía;140;Aragón;H-3137;Pagado
2023-06-22;Muñoz Hermanos;1716.39;Formación interna;137;Galicia;A-8594;Anulado;2023-06-30;"Taller ""El Rápido""";4531.83;Servicio de mantenimiento;433;Galicia;B-5835;En revisión;2023-07-08;Núñez Ortega y Cía.;1095.11;Compra de material informático;194;Madrid;C-1179;Pendiente;2023-07-16;Núñez Ortega y Cía.;1212.73;Compra de material informático;161;Galicia;G-7078;En revisión;2023-07-24;Peña & Hijos;3586.26;Compra de material informático;190;Madrid;D-6021;Pagado
2023-06-23;"Taller ""El Rápido""";2508.65;Servicio de mantenimiento;316;País Vasco;D-4512;Pendiente;2023-07-01;Fernández, Asociados;2940.66;Revisión anual de equipos;44;País Vasco;F-2214;Pagado;2023-07-09;Muñoz Hermanos;1298.31;Transporte de mercancía;179;Cataluña;F-2442;Pendiente;2023-07-17;Acme Distribuciones S.L.;3739.64;Transporte de mercancía;146;Aragón;G-1420;Pendiente;2023-07-25;Fernández, Asociados;423.23;Formación interna;284;Galicia;G-1716;Pendiente
2023-06-24;Peña & Hijos;4031.36;Formación interna;475;Galicia;G-3648;En revisión;2023-07-02;Acme Distribuciones S.L.;106.90;Servicio de mantenimiento;363;Andalucía;B-9926;Anulado;2023-07-10;Ibáñez Logística;4989.05;Revisión anual de equipos;356;Aragón;B-4390;Anulado;2023-07-18;Muñoz Hermanos;608.27;Formación interna;155;Cataluña;A-6681;Pagado;2023-07-26;Fernández, Asociados;226.15;Servicio de mantenimiento;97;Galicia;A-4421;En revisión
2023-06-25;Ibáñez Logística;4823.08;Compra de material informático;60;Aragón;A-8235;Anulado;2023-07-03;Fernández, Asociados;162.22;Compra de material informático;224;Aragón;A-6739;Pagado;2023-07-11;Ibáñez Logística;1245.13;Revisión anual de equipos;145;Andalucía;C-9450;Pagado;2023-07-19;Núñez Ortega y Cía.;3827.64;Consultoría técnica;143;Cataluña;H-9835;Anulado;2023-07-27;Núñez Ortega y Cía.;3981.49;Consultoría técnica;281;Cataluña;E-7482;Pendiente
2023-06-26;Fernández, Asociados;2159.30;Compra de material informático;35;Andalucía;B-1387;En revisión;2023-07-04;Núñez Ortega y Cía.;2233.51;Transporte de mercancía;303;Cataluña;H-6564;Pendiente;2023-07-12;Núñez Ortega y Cía.;4964.39;Revisión anual de equipos;231;Cataluña;H-2012;Anulado;2023-07-20;Muñoz Hermanos;2036.05;Formación interna;94;Aragón;B-9485;En revisión;2023-07-28;Núñez Ortega y Cía.;373.43;Consultoría técnica;361;País Vasco;D-6698;Pagado
2023-06-27;Fernández, Asociados;2480.84;Servicio de mantenimiento;405;Andalucía;A-8247;Pagado;2023-07-05;Acme Distribuciones S.L.;173.22;Revisión anual de equipos;461;Andalucía;D-3814;Pagado;2023-07-13;Núñez Ortega y Cía.;1735.04;Revisión anual de equipos;211;Andalucía;E-1348;En revisión;2023-07-21;Núñez Ortega y Cía.;4045.21;Transporte de mercancía;128;Cataluña;B-1803;En revisión;2023-07-29;Núñez Ortega y Cía.;264.95;Revisión anual de equipos;188;Cataluña;D-1497;En revisión
2023-06-28;"Taller ""El Rápido""";798.72;Formación interna;436;Aragón;F-0196;Pendiente;2023-07-06;Ibáñez Logística;396.92;Compra de material informático;395;Cataluña;E-0711;Anulado;2023-07-14;Muñoz Hermanos;3779.57;Compra de material informático;220;País Vasco;C-1990;Anulado;2023-07-22;"Taller ""El Rápido""";4815.22;Compra de material informático;21;País Vasco;C-1266;Pendiente;2023-07-30;Muñoz Hermanos;700.70;Servicio de mantenimiento;9;País Vasco;F-4557;Anulado
2023-06-29;"Taller ""El Rápido""";1958.76;Revisión anual de equipos;446;Madrid;C-7198;Pagado;2023-07-07;Acme Distribuciones S.L.;3589.71;Servicio de mantenimiento;16;Cataluña;F-0119;Anulado;2023-07-15;García S.L.;3505.24;Transporte de mercancía;251;Andalucía;B-1387;Pagado;2023-07-23;Acme Distribuciones S.L.;3542.10;Revisión anual de equipos;63;Andalucía;D-7112;En revisión;2023-07-31;Fernández, Asociados;2863.84;Revisión anual de equipos;207;Cataluña;B-4424;En revisión
2023-06-30;Acme Distribuciones S.L.;2877.23;Transporte de mercancía;287;Andalucía;D-8245;En revisión;2023-07-08;"Taller ""El Rápido""";3809.26;Formación interna;419;Aragón;H-5237;Pagado;2023-07-16;Núñez Ortega y Cía.;290.04;Formación interna;209;Andalucía;G-7419;En revisión;2023-07-24;Ibáñez Logística;4053.73;Consultoría técnica;435;Cataluña;A-1152;En revisión;2023-08-01;Ibáñez Logística;2596.62;Consultoría técnica;298;País Vasco;B-7148;Anulado
2023-07-01;Muñoz Hermanos;1880.80;Compra de material informático;243;Aragón;A-0891;Pendiente;2023-07-09;"Taller ""El Rápido""";3595.53;Compra de material informático;166;Galicia;C-9960;Anulado;2023-07-17;Fernández, Asociados;791.51;Formación interna;10;Cataluña;F-5689;En revisión;2023-07-25;Muñoz Hermanos;3330.69;Consultoría técnica;43;País Vasco;H-8277;Pendiente;2023-08-02;"Taller ""El Rápido""";163.10;Formación interna;409;Cataluña;H-7796;Pendiente
2023-07-02;"Taller ""El Rápido""";1571.51;Transporte de mercancía;465;Cataluña;H-1980;Pagado;2023-07-10;Núñez Ortega y Cía.;3877.82;Servicio de mantenimiento;194;Cataluña;B-9339;Anulado;2023-07-18;Núñez Ortega y Cía.;3474.38;Transporte de mercancía;308;Andalucía;F-4664;Pagado;2023-07-26;Ibáñez Logística;4536.57;Compra de material informático;186;Aragón;H-6268;En revisión;2023-08-03;Muñoz Hermanos;1302.22;Formación interna;40;Andalucía;D-9179;En revisión
2023-07-03;García S.L.;1134.17;Consultoría técnica;100;Aragón;F-0324;Anulado;2023-07-11;Ibáñez Logística;4587.77;Consultoría técnica;455;Madrid;D-1434;Pendiente;2023-07-19;Fernández, Asociados;3963.52;Revisión anual de equipos;349;Galicia;H-5083;Pendiente;2023-07-27;Fernández, Asociados;4097.59;Revisión anual de equipos;46;Aragón;E-6076;En revisión;2023-08-04;Núñez Ortega y Cía.;3240.43;Transporte de mercancía;334;Madrid;E-6141;En revisión

TOTAL;;365019.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
