Fecha,Cliente,Importe,Concepto,Cantidad,Región,Código,Estado,Fecha_2,Cliente_2,Importe_2,Concepto_2,Cantidad_2,Región_2,Código_2,Estado_2,Fecha_3,Cliente_3,Importe_3,Concepto_3,Cantidad_3,Región_3,Código_3,Estado_3,Fecha_4,Cliente_4,Importe_4,Concepto_4,Cantidad_4,Región_4,Código_4,Estado_4,Fecha_5,Cliente_5,Importe_5,Concepto_5,Cantidad_5,Región_5,Código_5,Estado_5
2023-04-06,"Taller ""El Rápido""",479.22,Revisión anual de equipos,54,Galicia,H-6486,Anulado,2023-04-14,Peña & Hijos,4367.90,Consultoría técnica,211,Madrid,F-9822,Anulado,2023-04-22,Peña & Hijos,3158.32,Consultoría técnica,6,País Vasco,B-3019,Pagado,2023-04-30,Núñez Ortega y Cía.,4993.09,Transporte de mercancía,38,País Vasco,H-3231,En revisión,2023-05-08,"Fernández, Asociados",1077.42,Revisión anual de equipos,410,Andalucía,A-7740,Pendiente
2023-04-07,Acme Distribuciones S.L.,4210.99,Servicio de mantenimiento,226,País Vasco,B-6244,Pagado,2023-04-15,"Fernández, Asociados",77.45,Servicio de mantenimiento,180,Andalucía,C-7514,Pendiente,2023-04-23,Acme Distribuciones S.L.,2135.56,Compra de material informático,179,Andalucía,E-4674,En revisión,2023-05-01,Acme Distribuciones S.L.,475.89,Consultoría técnica,63,País Vasco,C-8896,Pendiente,2023-05-09,Peña & Hijos,203.72,Revisión anual de equipos,307,Madrid,E-0104,Pendiente
2023-04-08,Muñoz Hermanos,2747.39,Revisión anual de equipos,173,Cataluña,A-7035,En revisión,2023-04-16,Muñoz Hermanos,3691.47,Consultoría técnica,500,País Vasco,H-2848,Pendiente,2023-04-24,Acme Distribuciones S.L.,2790.12,Transporte de mercancía,139,Aragón,E-3120,En revisión,2023-05-02,Acme Distribuciones S.L.,3738.65,Compra de material informático,345,País Vasco,H-9606,Pendiente,2023-05-10,García S.L.,3981.24,Transporte de mercancía,273,Madrid,E-0542,Pendiente
2023-04-09,Muñoz Hermanos,1534.44,Transporte de mercancía,327,País Vasco,H-8673,Pendiente,2023-04-17,Peña & Hijos,4452.16,Consultoría técnica,487,Cataluña,A-1857,Anulado,2023-04-25,García S.L.,2015.34,Consultoría técnica,318,Aragón,F-4296,Anulado,2023-05-03,"Fernández, Asociados",2019.04,Transporte de mercancía,241,Cataluña,F-5028,Pendiente,2023-05-11,Muñoz Hermanos,3649.91,Transporte de mercancía,83,Andalucía,B-5149,Pendiente
2023-04-10,Núñez Ortega y Cía.,956.61,Revisión anual de equipos,163,Aragón,B-0139,Anulado,2023-04-18,Núñez Ortega y Cía.,2573.91,Transporte de mercancía,460,Cataluña,E-7231,En revisión,2023-04-26,García S.L.,3849.97,Transporte de mercancía,175,Madrid,A-9043,En revisión,2023-05-04,García S.L.,2309.98,Revisión anual de equipos,487,País Vasco,H-8982,Anulado,2023-05-12,"Fernández, Asociados",3459.82,Revisión anual de equipos,308,País Vasco,B-4229,Pagado
2023-04-11,Acme Distribuciones S.L.,1017.83,Formación interna,60,Andalucía,H-9704,Pagado,2023-04-19,García S.L.,4677.72,Compra de material informático,138,Galicia,D-2153,En revisión,2023-04-27,Ibáñez Logística,3368.40,Revisión anual de equipos,142,País Vasco,F-5719,Pagado,2023-05-05,Núñez Ortega y Cía.,3709.18,Consultoría técnica,282,Aragón,D-1081,Anulado,2023-05-13,Muñoz Hermanos,3373.61,Formación interna,133,Aragón,C-5232,Anulado
2023-04-12,Acme Distribuciones S.L.,4579.70,Compra de material informático,345,Galicia,B-1027,Pendiente,2023-04-20,Muñoz Hermanos,4266.20,Formación interna,275,Andalucía,C-7127,Pagado,2023-04-28,"Taller ""El Rápido""",2657.15,Consultoría técnica,477,Cataluña,C-7345,Anulado,2023-05-06,Núñez Ortega y Cía.,3584.36,Formación interna,474,Cataluña,E-4464,Pagado,2023-05-14,"Taller ""El Rápido""",2029.00,Consultoría técnica,118,Galicia,A-4343,Pendiente
2023-04-13,Muñoz Hermanos,2665.07,Consultoría técnica,103,Aragón,C-3073,Pagado,2023-04-21,García S.L.,3796.63,Compra de material informático,46,Madrid,H-3919,Pendiente,2023-04-29,Núñez Ortega y Cía.,179.61,Transporte de mercancía,386,País Vasco,B-2502,Pendiente,2023-05-07,Ibáñez Logística,172.34,Compra de material informático,195,Andalucía,D-5416,Pagado,2023-05-15,"Fernández, Asociados",3652.00,Consultoría técnica,158,País Vasco,C-5223,Pagado
2023-04-14,Ibáñez Logística,1280.59,Servicio de mantenimiento,35,Cataluña,B-7023,Pagado,2023-04-22,Peña & Hijos,3537.32,Servicio de mantenimiento,106,Aragón,E-1422,En revisión,2023-04-30,"Fernández, Asociados",1774.33,Formación interna,466,País Vasco,B-1403,Pagado,2023-05-08,Peña & Hijos,616.30,Revisión anual de equipos,301,Galicia,G-4242,Anulado,2023-05-16,Acme Distribuciones S.L.,2274.63,Compra de material informático,291,Galicia,B-0463,Pagado
2023-04-15,García S.L.,2514.67,Transporte de mercancía,413,Cataluña,E-4819,Anulado,2023-04-23,Muñoz Hermanos,782.52,Transporte de mercancía,62,País Vasco,H-0988,En revisión,2023-05-01,Peña & Hijos,3514.71,Revisión anual de equipos,398,Cataluña,G-2578,Pendiente,2023-05-09,Acme Distribuciones S.L.,2185.85,Compra de material informático,351,Galicia,C-0339,Pendiente,2023-05-17,"Taller ""El Rápido""",676.44,Transporte de mercancía,434,Cataluña,A-5830,Pagado
2023-04-16,"Taller ""El Rápido""",3629.08,Servicio de mantenimiento,220,Cataluña,C-4602,Pagado,2023-04-24,García S.L.,3046.51,Formación interna,287,Madrid,E-7429,Pendiente,2023-05-02,Peña & Hijos,151.00,Servicio de mantenimiento,318,Galicia,A-8926,Pagado,2023-05-10,Peña & Hijos,670.89,Compra de material informático,453,Andalucía,G-5713,Pendiente,2023-05-18,Acme Distribuciones S.L.,4894.07,Transporte de mercancía,474,Aragón,D-7468,Pagado
2023-04-17,Acme Distribuciones S.L.,4777.91,Consultoría técnica,57,Aragón,E-6911,Pagado,2023-04-25,Ibáñez Logística,955.57,Compra de material informático,173,Madrid,F-0919,Anulado,2023-05-03,Ibáñez Logística,3740.15,Transporte de mercancía,71,Madrid,A-7066,En revisión,2023-05-11,Muñoz Hermanos,3138.70,Servicio de mantenimiento,415,Cataluña,F-2776,Anulado,2023-05-19,García S.L.,1746.91,Formación interna,199,Madrid,G-4741,Anulado
2023-04-18,Núñez Ortega y Cía.,4445.57,Compra de material informático,190,Galicia,C-0784,Anulado,2023-04-26,García S.L.,3590.02,Formación interna,491,Aragón,E-3925,Pendiente,2023-05-04,Núñez Ortega y Cía.,2285.72,Revisión anual de equipos,143,Cataluña,A-5468,Anulado,2023-05-12,Ibáñez Logística,2703.77,Transporte de mercancía,98,Madrid,E-0096,En revisión,2023-05-20,Acme Distribuciones S.L.,2817.65,Compra de material informático,273,Andalucía,A-8744,En revisión
2023-04-19,Acme Distribuciones S.L.,2592.07,Formación interna,101,País Vasco,B-2963,Anulado,2023-04-27,Acme Distribuciones S.L.,3169.73,Consultoría técnica,48,Cataluña,G-7487,Pagado,2023-05-05,Muñoz Hermanos,3934.29,Servicio de mantenimiento,380,Madrid,A-1307,Pendiente,2023-05-13,Peña & Hijos,3212.11,Compra de material informático,186,País Vasco,G-5088,En revisión,2023-05-21,"Taller ""El Rápido""",22.85,Revisión anual de equipos,119,Galicia,G-7188,Anulado
2023-04-20,Ibáñez Logística,4514.60,Consultoría técnica,48,Madrid,B-5208,Pendiente,2023-04-28,García S.L.,3259.61,Servicio de mantenimiento,289,Andalucía,A-6478,Anulado,2023-05-06,Ibáñez Logística,2687.48,Revisión anual de equipos,79,Galicia,G-6191,Pagado,2023-05-14,"Taller ""El Rápido""",2035.93,Formación interna,162,País Vasco,D-9806,Pagado,2023-05-22,Acme Distribuciones S.L.,4582.74,Consultoría técnica,94,Madrid,C-8169,Pendiente
2023-04-21,"Taller ""El Rápido""",3288.32,Transporte de mercancía,347,Andalucía,A-4482,Anulado,2023-04-29,Ibáñez Logística,803.93,Consultoría técnica,344,Galicia,H-9534,Anulado,2023-05-07,Núñez Ortega y Cía.,4464.02,Compra de material informático,15,Andalucía,E-5133,En revisión,2023-05-15,Ibáñez Logística,96.33,Servicio de mantenimiento,477,Andalucía,G-5532,Pendiente,2023-05-23,"Taller ""El Rápido""",4164.82,Transporte de mercancía,298,Galicia,A-2036,Pagado
2023-04-22,Peña & Hijos,1413.34,Servicio de mantenimiento,447,País Vasco,F-4867,Pendiente,2023-04-30,Núñez Ortega y Cía.,2609.35,Revisión anual de equipos,469,Madrid,F-9726,En revisión,2023-05-08,"Taller ""El Rápido""",4283.25,Transporte de mercancía,218,Madrid,C-0900,Pagado,2023-05-16,Núñez Ortega y Cía.,4140.72,Servicio de mantenimiento,248,Madrid,D-8543,Pagado,2023-05-24,García S.L.,2462.73,Compra de material informático,185,Galicia,F-3104,Pagado
2023-04-23,Núñez Ortega y Cía.,3873.55,Servicio de mantenimiento,374,Aragón,G-1588,En revisión,2023-05-01,"Taller ""El Rápido""",2858.72,Transporte de mercancía,75,Galicia,C-9967,En revisión,2023-05-09,García S.L.,1234.61,Servicio de mantenimiento,152,Cataluña,D-4875,Pagado,2023-05-17,García S.L.,3225.21,Transporte de mercancía,68,Cataluña,G-6479,Pendiente,2023-05-25,Núñez Ortega y Cía.,2925.87,Servicio de mantenimiento,101,Galicia,C-9274,En revisión
2023-04-24,"Taller ""El Rápido""",1226.24,Compra de material informático,384,Galicia,C-5084,En revisión,2023-05-02,Ibáñez Logística,3993.22,Revisión anual de equipos,440,País Vasco,G-3480,Pendiente,2023-05-10,"Fernández, Asociados",1590.39,Formación interna,435,Cataluña,E-8956,Anulado,2023-05-18,García S.L.,440.36,Servicio de mantenimiento,448,Andalucía,D-4096,En revisión,2023-05-26,Núñez Ortega y Cía.,2678.93,Transporte de mercancía,264,Cataluña,A-1880,En revisión
2023-04-25,"Taller ""El Rápido""",1023.37,Transporte de mercancía,443,Aragón,G-8480,Pagado,2023-05-03,García S.L.,2802.30,Revisión anual de equipos,481,País Vasco,F-7446,Pagado,2023-05-11,"Taller ""El Rápido""",1851.84,Consultoría técnica,361,Aragón,C-5028,Pendiente,2023-05-19,Núñez Ortega y Cía.,4726.30,Consultoría técnica,27,País Vasco,G-8951,Pendiente,2023-05-27,"Fernández, Asociados",1501.88,Consultoría técnica,476,Madrid,G-6164,Anulado
