Fecha	Cliente	Importe	Concepto	Cantidad	Región	Código	Estado	Fecha_2	Cliente_2	Importe_2	Concepto_2	Cantidad_2	Región_2	Código_2	Estado_2	Fecha_3	Cliente_3	Importe_3	Concepto_3	Cantidad_3	Región_3	Código_3	Estado_3	Fecha_4	Cliente_4	Importe_4	Concepto_4	Cantidad_4	Región_4	Código_4	Estado_4	Fecha_5	Cliente_5	Importe_5	Concepto_5	Cantidad_5	Región_5	Código_5	Estado_5
2023-09-03	Acme Distribuciones S.L.	3897.62	Compra de material informático	114	Andalucía	C-0205	Pendiente	2023-09-11	Muñoz Hermanos	2497.44	Transporte de mercancía	257	País Vasco	D-7412	Pagado	2023-09-19	Peña & Hijos	447.67	Consultoría técnica	12	Andalucía	F-9687	Pagado	2023-09-27	Muñoz Hermanos	2865.35	Compra de material informático	355	Galicia	F-8511	Pendiente	2023-10-05	Acme Distribuciones S.L.	2944.62	Servicio de mantenimiento	391	Galicia	A-5393
2023-09-04	Acme Distribuciones S.L.	1220.21	Consultoría técnica	20	País Vasco	F-8664	Anulado	2023-09-12	Acme Distribuciones S.L.	615.52	Consultoría técnica	437	Andalucía	D-1419	Pagado	2023-09-20	"Taller ""El Rápido"""	1880.02	Consultoría técnica	264	Cataluña	A-3918	Pagado	2023-09-28	Fernández, Asociados	2302.08	Revisión anual de equipos	464	Galicia	D-5926	Pendiente	2023-10-06	Muñoz Hermanos	1432.71	Servicio de mantenimiento	315	Cataluña	H-4190	En revisión
2023-09-05	Peña & Hijos	2087.74	Formación interna	37	Andalucía	H-8682	En revisión	2023-09-13	Peña & Hijos	1541.79	Compra de material informático	86	País Vasco	F-1381	Pagado	2023-09-21	Muñoz Hermanos	2883.94	Formación interna	486	Madrid	E-7708	En revisión	2023-09-29	García S.L.	1641.65	Formación interna	178	Andalucía	E-5386	Pagado	2023-10-07	Peña & Hijos	1491.26	Transporte de mercancía	41	Aragón	F-0251	Pagado
2023-09-06	Muñoz Hermanos	1656.20	Formación interna	215	País Vasco	F-7463	Anulado	2023-09-14	"Taller ""El Rápido"""	3114.96	Formación interna	329	Galicia	F-5991	Anulado	2023-09-22	García S.L.	4509.25	Formación interna	288	Cataluña	C-8992	Anulado	2023-09-30	Fernández, Asociados	295.77	Consultoría técnica	326	País Vasco	E-0859	Pendiente	2023-10-08	Muñoz Hermanos	1832.20	Formación interna	265	País Vasco	H-0870	Anulado
2023-09-07	"Taller ""El Rápido"""	3202.12	Compra de material informático	108	Cataluña	H-6240	Pagado	2023-09-15	Ibáñez Logística	2664.89	Formación interna	258	País Vasco	E-8504	Pagado	2023-09-23	"Taller ""El Rápido"""	4442.64	Servicio de mantenimiento	356	Aragón	F-3636	Anulado	2023-10-01	"Taller ""El Rápido"""	3483.31	Servicio de mantenimiento	13	Cataluña	C-3697	Pendiente	2023-10-09	Acme Distribuciones S.L.	2194.13	Transporte de mercancía	96	Aragón	D-3621	Pagado
2023-09-08	Ibáñez Logística	3843.27	Formación interna	185	Aragón	A-3508	En revisión	2023-09-16	Ibáñez Logística	1386.49	Compra de material informático	351	Madrid	C-1935	Anulado	2023-09-24	Fernández, Asociados	2365.02	Transporte de mercancía	12	Madrid	B-0584	Anulado	2023-10-02	Fernández, Asociados	2556.38	Transporte de mercancía	466	Cataluña	G-1751	Pagado	2023-10-10	Fernández, Asociados	3598.85	Formación interna	191	Andalucía	F-0048	Anulado
2023-09-09	Muñoz Hermanos	1249.79	Consultoría técnica	228	Aragón	B-8556	En revisión	2023-09-17	"Taller ""El Rápido"""	2651.30	Formación interna	349	País Vasco	A-5410	Pagado	2023-09-25	Núñez Ortega y Cía.	3304.95	Formación interna	217	Aragón	G-1943	Pendiente	2023-10-03	Peña & Hijos	2978.25	Transporte de mercancía	37	Aragón	D-7516	Anulado	2023-10-11	Ibáñez Logística	4881.44	Compra de material informático	331	País Vasco	C-3198	En revisión
2023-09-10	"Taller ""El Rápido"""	3876.54	Revisión anual de equipos	383	Galicia	D-3446	En revisión	2023-09-18	Peña & Hijos	1075.92	Revisión anual de equipos	358	Aragón	A-4502	Pendiente	2023-09-26	Ibáñez Logística	160.23	Consultoría técnica	302	Cataluña	F-6191	Anulado	2023-10-04	Muñoz Hermanos	4168.53	Revisión anual de equipos	125	País Vasco	G-4013	Pagado	2023-10-12	Peña & Hijos	2802.33	Compra de material informático	445	Andalucía
2023-09-11	"Taller ""El Rápido"""	2294.21	Formación interna	61	País Vasco	A-1450	Pagado	2023-09-19	García S.L.	773.25	Servicio de mantenimiento	182	Galicia	F-1741	Anulado	2023-09-27	Peña & Hijos	1955.39	Servicio de mantenimiento	97	Madrid	C-5044	En revisión	2023-10-05	Acme Distribuciones S.L.	189.36	Transporte de mercancía	47	Madrid	B-7085	En revisión	2023-10-13	Núñez Ortega y Cía.	4698.89	Consultoría técnica	18	Madrid	F-0962	Anulado
2023-09-12	Muñoz Hermanos	82.88	Servicio de mantenimiento	362	Madrid	E-7848	En revisión	2023-09-20	"Taller ""El Rápido"""	1594.55	Servicio de mantenimiento	256	Galicia	H-7231	Pendiente	2023-09-28	Peña & Hijos	2957.13	Consultoría técnica	463	Galicia	F-9557	Pagado	2023-10-06	Acme Distribuciones S.L.	970.02	Servicio de mantenimiento	231	Galicia	F-7809	Anulado	2023-10-14	Fernández, Asociados	3332.88	Formación interna	438	Madrid	C-1699	Pagado
2023-09-13	Núñez Ortega y Cía.	191.46	Compra de material informático	41	País Vasco	C-2814	Pendiente	2023-09-21	Peña & Hijos	4462.37	Servicio de mantenimiento	346	Aragón	B-7718	Pagado	2023-09-29	García S.L.	3104.69	Servicio de mantenimiento	221	Galicia	H-0115	Pendiente	2023-10-07	Ibáñez Logística	2949.75	Formación interna	134	Aragón	D-8251	Pagado	2023-10-15	"Taller ""El Rápido"""	211.99	Servicio de mantenimiento	100	Madrid	B-1258	En revisión
2023-09-14	Núñez Ortega y Cía.	1734.87	Consultoría técnica	421	Madrid	D-5400	En revisión	2023-09-22	Ibáñez Logística	3259.95	Servicio de mantenimiento	455	País Vasco	H-7566	Anulado	2023-09-30	Ibáñez Logística	98.16	Revisión anual de equipos	295	Cataluña	G-1615	Pendiente	2023-10-08	Ibáñez Logística	1975.07	Compra de material informático	433	Aragón	F-5925	Pendiente	2023-10-16	Núñez Ortega y Cía.	1165.23	Formación interna	202	Andalucía	H-8439	En revisión
2023-09-15	Muñoz Hermanos	2856.01	Servicio de mantenimiento	310	Madrid	C-2481	Anulado	2023-09-23	Muñoz Hermanos	4430.20	Servicio de mantenimiento	95	Galicia	B-7807	Pagado	2023-10-01	García S.L.	3107.81	Revisión anual de equipos	469	País Vasco	E-6648	Pendiente	2023-10-09	Fernández, Asociados	1510.70	Servicio de mantenimiento	157	Cataluña	D-3026	En revisión	2023-10-17	"Taller ""El Rápido"""	3134.59	Compra de material informático	202	Cataluña	G-1992	Pagado
2023-09-16	Peña & Hijos	2078.96	Transporte de mercancía	178	Aragón	G-3927	Pendiente	2023-09-24	Ibáñez Logística	338.90	Consultoría técnica	334	Andalucía	F-9260	Pendiente	2023-10-02	Fernández, Asociados	4624.74	Formación interna	421	Madrid	E-2215	Pendiente	2023-10-10	Acme Distribuciones S.L.	3531.07	Servicio de mantenimiento	232	Andalucía	A-9575	Anulado	2023-10-18	Fernández, Asociados	179.05	Transporte de mercancía	118	Andalucía	C-5734	Anulado
2023-09-17	Muñoz Hermanos	1924.86	Formación interna	343	Madrid	G-8320	Pendiente	2023-09-25	Fernández, Asociados	1107.43	Transporte de mercancía	347	País Vasco	A-1865	Pagado	2023-10-03	García S.L.	1419.33	Servicio de mantenimiento	355	País Vasco	D-3295	Anulado	2023-10-11	Núñez Ortega y Cía.	4760.40	Formación interna	332	Andalucía	B-5057	En revisión	2023-10-19	Peña & Hijos	2616.89	Transporte de mercancía	220	País Vasco	G-1482
2023-09-18	Acme Distribuciones S.L.	4591.61	Revisión anual de equipos	481	Aragón	H-3390	Anulado	2023-09-26	Acme Distribuciones S.L.	2543.31	Formación interna	198	Madrid	B-2367	Pendiente	2023-10-04	Muñoz Hermanos	1905.88	Consultoría técnica	236	Cataluña	G-6513	Pendiente	2023-10-12	Muñoz Hermanos	4528.95	Consultoría técnica	181	Cataluña	B-6271	Anulado	2023-10-20	Ibáñez Logística	4397.60	Consultoría técnica	483	Madrid	H-3688	Pagado
2023-09-19	"Taller ""El Rápido"""	1594.29	Consultoría técnica	148	Cataluña	E-4245	Anulado	2023-09-27	Peña & Hijos	3440.91	Consultoría técnica	440	Galicia	H-6236	Pendiente	2023-10-05	Muñoz Hermanos	2879.48	Compra de material informático	41	Galicia	F-2631	En revisión	2023-10-13	"Taller ""El Rápido"""	1616.93	Compra de material informático	287	Cataluña	C-8770	En revisión	2023-10-21	García S.L.	2670.58	Consultoría técnica	213	País Vasco	G-3321	En revisión
2023-09-20	Núñez Ortega y Cía.	1687.97	Transporte de mercancía	361	Madrid	H-8936	Pendiente	2023-09-28	Muñoz Hermanos	1401.65	Formación interna	71	Cataluña	D-6233	Anulado	2023-10-06	García S.L.	13.53	Formación interna	23	Madrid	E-3907	Pendiente	2023-10-14	"Taller ""El Rápido"""	3813.54	Transporte de mercancía	344	Cataluña	D-5480	Anulado	2023-10-22	Núñez Ortega y Cía.	1047.06	Formación interna	305	País Vasco	G-3365	Pagado
2023-09-21	Ibáñez Logística	2582.21	Revisión anual de equipos	231	Andalucía	H-1121	Pendiente	2023-09-29	Núñez Ortega y Cía.	309.55	Consultoría técnica	355	Madrid	C-8266	En revisión	2023-10-07	García S.L.	343.49	Transporte de mercancía	100	Galicia	H-9726	Pagado	2023-10-15	Muñoz Hermanos	2618.75	Compra de material informático	232	Cataluña	A-6877	Anulado	2023-10-23	Peña & Hijos	2894.48	Transporte de mercancía	193	Madrid	C-3470	Anulado
2023-09-22	Núñez Ortega y Cía.	1145.25	Revisión anual de equipos	349	Cataluña	B-3418	Pendiente	2023-09-30	Núñez Ortega y Cía.	32.49	Formación interna	376	Andalucía	A-7082	Pendiente	2023-10-08	Acme Distribuciones S.L.	1678.83	Formación interna	74	País Vasco	A-4535	Pagado	2023-10-16	García S.L.	4398.25	Revisión anual de equipos	367	Galicia	G-7422	En revisión	2023-10-24	Núñez Ortega y Cía.	3431.18	Compra de material informático	189	Aragón	D-8175	Pendiente
2023-09-23	García S.L.	2320.23	Transporte de mercancía	344	País Vasco	C-2847	Pagado	2023-10-01	Acme Distribuciones S.L.	4377.86	Compra de material informático	345	Cataluña	E-4883	Pagado	2023-10-09	García S.L.	2058.75	Formación interna	12	Madrid	D-6471	Anulado	2023-10-17	García S.L.	3082.80	Revisión anual de equipos	468	Andalucía	G-2444	Pendiente	2023-10-25	Peña & Hijos	2129.59	Servicio de mantenimiento	138	Galicia	H-8847	Pagado
2023-09-24	Ibáñez Logística	3777.26	Servicio de mantenimiento	267	Andalucía	D-3094	Pendiente	2023-10-02	"Taller ""El Rápido"""	3265.86	Servicio de mantenimiento	245	Aragón	F-4089	Pendiente	2023-10-10	Muñoz Hermanos	4525.29	Servicio de mantenimiento	243	Madrid	B-0887	Anulado	2023-10-18	Ibáñez Logística	4302.86	Formación interna	443	Andalucía	B-4185	Pendiente	2023-10-26	"Taller ""El Rápido"""	2081.80	Consultoría técnica	273	Andalucía
2023-09-25	Núñez Ortega y Cía.	2969.07	Consultoría técnica	108	Cataluña	D-6886	Anulado	2023-10-03	"Taller ""El Rápido"""	872.01	Consultoría técnica	219	Galicia	F-6380	Pagado	2023-10-11	Ibáñez Logística	1602.62	Revisión anual de equipos	375	Galicia	F-5261	Pagado	2023-10-19	Peña & Hijos	2148.14	Consultoría técnica	193	Galicia	D-1618	Pendiente	2023-10-27	"Taller ""El Rápido"""	923.45	Servicio de mantenimiento	469	Aragón	G-4855	Pendiente
2023-09-26	Muñoz Hermanos	2411.86	Transporte de mercancía	176	Madrid	A-7392	Pagado	2023-10-04	García S.L.	92.03	Transporte de mercancía	355	Cataluña	G-3816	Pendiente	2023-10-12	Núñez Ortega y Cía.	2547.30	Formación interna	336	País Vasco	E-8923	Anulado	2023-10-20	Núñez Ortega y Cía.	30.96	Servicio de mantenimiento	184	País Vasco	E-1157	Anulado	2023-10-28	Peña & Hijos	2228.41	Consultoría técnica	151	Aragón	C-0939	En revisión
2023-09-27	Peña & Hijos	447.93	Formación interna	144	País Vasco	A-7924	En revisión	2023-10-05	Peña & Hijos	2098.65	Compra de material informático	95	Cataluña	F-1625	En revisión	2023-10-13	Muñoz Hermanos	4375.98	Servicio de mantenimiento	166	Andalucía	E-3323	Pendiente	2023-10-21	García S.L.	351.28	Transporte de mercancía	223	Galicia	F-7791	Anulado	2023-10-29	Núñez Ortega y Cía.	1149.99	Servicio de mantenimiento	168	Madrid	B-0835	Pendiente
2023-09-28	García S.L.	1175.90	Transporte de mercancía	248	Andalucía	E-7320	Anulado	2023-10-06	Acme Distribuciones S.L.	3292.72	Revisión anual de equipos	117	Aragón	F-4354	Anulado	2023-10-14	García S.L.	428.52	Compra de material informático	270	Galicia	G-9523	Anulado	2023-10-22	Núñez Ortega y Cía.	1871.34	Formación interna	379	Andalucía	E-5395	Pendiente	2023-10-30	Fernández, Asociados	158.42	Formación interna	149	País Vasco	B-0532	Anulado
2023-09-29	Acme Distribuciones S.L.	4102.79	Compra de material informático	455	Galicia	B-8945	Pagado	2023-10-07	Núñez Ortega y Cía.	3507.59	Transporte de mercancía	106	Andalucía	A-3408	Pendiente	2023-10-15	Peña & Hijos	4306.52	Formación interna	415	Madrid	E-5217	Anulado	2023-10-23	"Taller ""El Rápido"""	1565.54	Revisión anual de equipos	459	Madrid	C-1484	Pendiente	2023-10-31	Muñoz Hermanos	2324.45	Consultoría técnica	438	País Vasco	C-6746	En revisión
2023-09-30	Ibáñez Logística	4745.19	Formación interna	416	Andalucía	E-8026	Pagado	2023-10-08	Acme Distribuciones S.L.	3133.28	Consultoría técnica	280	Madrid	H-7991	Anulado	2023-10-16	Peña & Hijos	1566.57	Formación interna	200	País Vasco	B-8541	En revisión	2023-10-24	"Taller ""El Rápido"""	1567.50	Compra de material informático	101	Andalucía	G-3086	En revisión	2023-11-01	Peña & Hijos	4903.04	Compra de material informático	5	Andalucía	F-5090	Anulado
2023-10-01	Ibáñez Logística	3502.40	Consultoría técnica	390	Cataluña	D-3756	Pagado	2023-10-09	García S.L.	2395.55	Consultoría técnica	461	Galicia	F-1591	Anulado	2023-10-17	Peña & Hijos	1405.69	Servicio de mantenimiento	151	Galicia	B-2729	Pendiente	2023-10-25	Muñoz Hermanos	879.68	Consultoría técnica	266	Andalucía	B-9853	En revisión	2023-11-02	Acme Distribuciones S.L.	2728.13	Servicio de mantenimiento	21	Cataluña	G-7050
2023-10-02	García S.L.	1397.31	Servicio de mantenimiento	396	Galicia	A-4800	Pagado	2023-10-10	Acme Distribuciones S.L.	3782.30	Servicio de mantenimiento	45	Galicia	A-1319	Pendiente	2023-10-18	Núñez Ortega y Cía.	1962.74	Formación interna	5	País Vasco	H-5860	En revisión	2023-10-26	Peña & Hijos	4477.70	Compra de material informático	245	Aragón	G-8278	Pagado	2023-11-03	Acme Distribuciones S.L.	4977.05	Transporte de mercancía	383	País Vasco	D-4717	Anulado
