Fecha	Cliente	Importe	Concepto	Cantidad	Región	Código	Estado	Fecha_2	Cliente_2	Importe_2	Concepto_2	Cantidad_2	Región_2	Código_2	Estado_2	Fecha_3	Cliente_3	Importe_3	Concepto_3	Cantidad_3	Región_3	Código_3	Estado_3	Fecha_4	Cliente_4	Importe_4	Concepto_4	Cantidad_4	Región_4	Código_4	Estado_4	Fecha_5	Cliente_5	Importe_5	Concepto_5	Cantidad_5	Región_5	Código_5	Estado_5
2023-06-25	García S.L.	1656.78	Formación interna	149	Cataluña	A-3653	Anulado	2023-07-03	Acme Distribuciones S.L.	3745.20	Formación interna	247	Madrid	A-1278	Pagado	2023-07-11	Muñoz Hermanos	1091.73	Servicio de mantenimiento	5	Madrid	G-3183	Anulado	2023-07-19	Muñoz Hermanos	4082.05	Consultoría técnica	287	Madrid	B-2558	Pagado	2023-07-27	Núñez Ortega y Cía.	2314.23	Servicio de mantenimiento	166	Andalucía	A-5872	Pagado
2023-06-26	Peña & Hijos	2258.21	Revisión anual de equipos	368	Aragón	D-3870	Anulado	2023-07-04	Ibáñez Logística	2341.40	Compra de material informático	191	Cataluña	H-0658	Anulado	2023-07-12	García S.L.	3307.65	Revisión anual de equipos	300	Madrid	C-6353	Pendiente	2023-07-20	"Taller ""El Rápido"""	4835.56	Compra de material informático	184	Aragón	G-6605	Pendiente	2023-07-28	"Taller ""El Rápido"""	104.71	Compra de material informático	365	Madrid	F-5956	Pendiente
2023-06-27	Fernández, Asociados	1222.07	Servicio de mantenimiento	94	Galicia	H-3086	Pagado	2023-07-05	Muñoz Hermanos	4680.32	Revisión anual de equipos	225	Galicia	A-1806	En revisión	2023-07-13	Peña & Hijos	2992.99	Compra de material informático	223	País Vasco	C-2699	En revisión	2023-07-21	Ibáñez Logística	4104.26	Formación interna	495	Galicia	E-6362	Anulado	2023-07-29	Peña & Hijos	492.11	Compra de material informático	71	País Vasco	A-6992	Pagado
2023-06-28	Núñez Ortega y Cía.	3007.37	Consultoría técnica	108	Galicia	C-4288	En revisión	2023-07-06	Fernández, Asociados	3761.20	Revisión anual de equipos	80	País Vasco	F-0921	Anulado	2023-07-14	García S.L.	1028.02	Consultoría técnica	57	Aragón	G-6083	Pendiente	2023-07-22	Peña & Hijos	4302.43	Revisión anual de equipos	77	Aragón	D-7286	En revisión	2023-07-30	Núñez Ortega y Cía.	3280.50	Servicio de mantenimiento	43	Andalucía	G-0044	Pagado
2023-06-29	Fernández, Asociados	3171.37	Servicio de mantenimiento	383	Aragón	H-8684	Pendiente	2023-07-07	Fernández, Asociados	998.46	Revisión anual de equipos	5	País Vasco	A-4140	Pendiente	2023-07-15	Acme Distribuciones S.L.	2821.95	Revisión anual de equipos	280	Aragón	G-5497	Anulado	2023-07-23	Ibáñez Logística	1191.28	Servicio de mantenimiento	237	Andalucía	C-7723	Anulado	2023-07-31	Fernández, Asociados	1327.10	Compra de material informático	207	Aragón	A-6097	Pendiente
2023-06-30	García S.L.	4127.05	Formación interna	235	Galicia	B-5920	Anulado	2023-07-08	Ibáñez Logística	4930.69	Servicio de mantenimiento	9	Galicia	G-4619	Pendiente	2023-07-16	Peña & Hijos	3351.47	Consultoría técnica	475	País Vasco	E-7186	Anulado	2023-07-24	Núñez Ortega y Cía.	3042.58	Compra de material informático	379	Galicia	B-7955	Pendiente	2023-08-01	Muñoz Hermanos	1479.84	Revisión anual de equipos	202	Madrid	G-4768	Anulado
2023-07-01	Acme Distribuciones S.L.	1168.17	Servicio de mantenimiento	468	Cataluña	C-7387	En revisión	2023-07-09	Muñoz Hermanos	751.61	Transporte de mercancía	452	País Vasco	D-6838	Pendiente	2023-07-17	Muñoz Hermanos	135.80	Consultoría técnica	402	País Vasco	D-0756	En revisión	2023-07-25	"Taller ""El Rápido"""	3798.54	Consultoría técnica	324	Galicia	B-6322	Anulado	2023-08-02	Peña & Hijos	3374.14	Revisión anual de equipos	442	País Vasco	D-7383	Anulado
2023-07-02	"Taller ""El Rápido"""	3108.87	Formación interna	261	País Vasco	E-7376	Anulado	2023-07-10	Fernández, Asociados	1574.56	Compra de material informático	358	Cataluña	C-5066	En revisión	2023-07-18	Muñoz Hermanos	594.58	Revisión anual de equipos	459	Madrid	F-7531	Anulado	2023-07-26	Muñoz Hermanos	515.85	Compra de material informático	314	Cataluña	B-5691	Pendiente	2023-08-03	Núñez Ortega y Cía.	4692.71	Consultoría técnica	28	Aragón	C-2184	Pagado
2023-07-03	Acme Distribuciones S.L.	946.66	Servicio de mantenimiento	103	Aragón	E-8299	Pagado	2023-07-11	Peña & Hijos	1151.45	Consultoría técnica	292	Galicia	E-9442	Pendiente	2023-07-19	Ibáñez Logística	3714.87	Consultoría técnica	483	Cataluña	H-5873	Pagado	2023-07-27	Peña & Hijos	2854.21	Revisión anual de equipos	21	Galicia	E-9541	En revisión	2023-08-04	García S.L.	1257.31	Transporte de mercancía	442	Aragón	G-0253	En revisión
2023-07-04	Ibáñez Logística	673.28	Consultoría técnica	291	Andalucía	F-9502	Pagado	2023-07-12	Fernández, Asociados	4822.65	Servicio de mantenimiento	301	Madrid	G-9172	En revisión	2023-07-20	Fernández, Asociados	4027.26	Servicio de mantenimiento	318	Galicia	E-1728	Pagado	2023-07-28	Muñoz Hermanos	3127.32	Formación interna	119	Aragón	D-2196	Pagado	2023-08-05	Acme Distribuciones S.L.	4585.75	Transporte de mercancía	100	Cataluña	F-9908	Pagado
2023-07-05	Peña & Hijos	1305.89	Consultoría técnica	205	Madrid	E-1590	En revisión	2023-07-13	Ibáñez Logística	3640.32	Consultoría técnica	239	Aragón	A-8123	En revisión	2023-07-21	García S.L.	1187.52	Transporte de mercancía	295	Andalucía	A-1555	Pendiente	2023-07-29	Ibáñez Logística	3630.86	Transporte de mercancía	297	Aragón	H-3199	Pagado	2023-08-06	Acme Distribuciones S.L.	2683.21	Servicio de mantenimiento	83	País Vasco	D-9803	Pagado
2023-07-06	Fernández, Asociados	495.52	Consultoría técnica	188	Andalucía	A-1658	Pendiente	2023-07-14	Núñez Ortega y Cía.	750.46	Compra de material informático	233	Cataluña	D-0649	Pendiente	2023-07-22	Fernández, Asociados	2020.52	Compra de material informático	435	Madrid	F-3532	Anulado	2023-07-30	"Taller ""El Rápido"""	2581.62	Formación interna	424	País Vasco	H-2575	En revisión	2023-08-07	Núñez Ortega y Cía.	3762.93	Transporte de mercancía	396	Aragón	D-8765	En revisión
2023-07-07	Fernández, Asociados	1318.39	Transporte de mercancía	485	País Vasco	C-1747	Pendiente	2023-07-15	García S.L.	2654.81	Consultoría técnica	386	Cataluña	D-7600	Anulado	2023-07-23	Ibáñez Logística	635.72	Transporte de mercancía	143	Galicia	H-2814	En revisión	2023-07-31	Peña & Hijos	2141.97	Consultoría técnica	387	Cataluña	F-1148	Pagado	2023-08-08	Peña & Hijos	1385.03	Compra de material informático	330	País Vasco	A-9939	En revisión
2023-07-08	Fernández, Asociados	4751.79	Servicio de mantenimiento	336	Aragón	D-6011	Anulado	2023-07-16	Acme Distribuciones S.L.	181.30	Revisión anual de equipos	200	Aragón	H-2809	Pagado	2023-07-24	Muñoz Hermanos	3347.27	Formación interna	143	Madrid	A-0264	Pagado	2023-08-01	Peña & Hijos	2850.59	Formación interna	480	Aragón	F-8131	Pendiente	2023-08-09	García S.L.	834.95	Formación interna	220	País Vasco	C-4053	Pagado
2023-07-09	Acme Distribuciones S.L.	728.64	Transporte de mercancía	286	Cataluña	F-4330	En revisión	2023-07-17	García S.L.	1906.28	Consultoría técnica	180	Galicia	F-5935	Pagado	2023-07-25	Fernández, Asociados	3124.82	Servicio de mantenimiento	219	Madrid	G-0934	Pendiente	2023-08-02	Peña & Hijos	98.36	Servicio de mantenimiento	270	Galicia	B-6771	Pagado	2023-08-10	Ibáñez Logística	3546.87	Servicio de mantenimiento	421	Andalucía	A-8350	Pendiente
2023-07-10	García S.L.	3054.31	Servicio de mantenimiento	330	Andalucía	B-5354	Pendiente	2023-07-18	"Taller ""El Rápido"""	1312.23	Revisión anual de equipos	293	Andalucía	F-9844	Pendiente	2023-07-26	Acme Distribuciones S.L.	14.54	Compra de material informático	224	Aragón	A-7878	Pendiente	2023-08-03	Acme Distribuciones S.L.	1862.30	Compra de material informático	460	Andalucía	E-4874	Anulado	2023-08-11	"Taller ""El Rápido"""	1510.89	Servicio de mantenimiento	49	Madrid	G-0342	Anulado
2023-07-11	Ibáñez Logística	3521.23	Consultoría técnica	68	Galicia	A-7216	En revisión	2023-07-19	Ibáñez Logística	2626.62	Servicio de mantenimiento	383	Cataluña	C-1606	En revisión	2023-07-27	Acme Distribuciones S.L.	4056.42	Revisión anual de equipos	268	Cataluña	B-9319	Anulado	2023-08-04	Acme Distribuciones S.L.	2842.93	Formación interna	378	Aragón	E-6103	Pendiente	2023-08-12	Peña & Hijos	4954.01	Servicio de mantenimiento	93	Aragón	D-0033	Pagado
2023-07-12	Ibáñez Logística	4251.30	Transporte de mercancía	286	Aragón	D-2231	En revisión	2023-07-20	Fernández, Asociados	1209.32	Revisión anual de equipos	476	País Vasco	D-2251	Pendiente	2023-07-28	Fernández, Asociados	1153.30	Formación interna	171	Cataluña	A-5808	Pendiente	2023-08-05	Muñoz Hermanos	1585.73	Consultoría técnica	243	Andalucía	H-2086	En revisión	2023-08-13	Acme Distribuciones S.L.	152.38	Transporte de mercancía	1	Andalucía	G-8852	Pagado
2023-07-13	Peña & Hijos	3997.14	Formación interna	163	Madrid	H-9629	Anulado	2023-07-21	Núñez Ortega y Cía.	4280.79	Transporte de mercancía	194	Cataluña	B-9879	En revisión	2023-07-29	Acme Distribuciones S.L.	709.49	Compra de material informático	432	Galicia	A-0882	Pagado	2023-08-06	García S.L.	157.10	Consultoría técnica	45	Aragón	E-3153	Anulado	2023-08-14	Ibáñez Logística	4762.44	Compra de material informático	440	Cataluña	E-8837	Pagado
2023-07-14	"Taller ""El Rápido"""	1845.46	Consultoría técnica	46	Galicia	D-7226	Pagado	2023-07-22	"Taller ""El Rápido"""	288.52	Revisión anual de equipos	480	País Vasco	H-4179	En revisión	2023-07-30	García S.L.	1578.15	Consultoría técnica	99	País Vasco	H-5924	Pendiente	2023-08-07	Acme Distribuciones S.L.	1247.42	Formación interna	206	Madrid	C-7620	Pagado	2023-08-15	Muñoz Hermanos	2928.74	Formación interna	232	Madrid	G-5779	En revisión
--- Fin del informe: 30 líneas ---
