# Exportado desde SistemaXYZ v3.2
# Empresa: Distribuciones Ejemplo S.A.
Fecha;Cliente;Importe;Concepto;Cantidad
2024-04-28;Ibáñez Logística;1503.69;Servicio de mantenimiento;78
2024-04-29;Peña & Hijos;4615.97;Transporte de mercancía;415
2024-04-30;Ibáñez Logística;2868.71;Revisión anual de equipos;318
2024-05-01;Muñoz Hermanos;4025.84;Servicio de mantenimiento;469
2024-05-02;"Taller ""El Rápido""";3583.59;Compra de material informático;307
2024-05-03;Ibáñez Logística;2063.83;Consultoría técnica;1
2024-05-04;Muñoz Hermanos;1174.33;Transporte de mercancía;138
2024-05-05;Fernández, Asociados;1321.43;Consultoría técnica;344
2024-05-06;Peña & Hijos;3218.66;Transporte de mercancía;258
2024-05-07;Núñez Ortega y Cía.;3857.20;Formación interna;375
2024-05-08;García S.L.;704.67;Compra de material informático;265
2024-05-09;García S.L.;900.11;Compra de material informático;34
2024-05-10;Núñez Ortega y Cía.;3789.59;Servicio de mantenimiento;222
2024-05-11;Muñoz Hermanos;1944.75;Servicio de mantenimiento;219
2024-05-12;Muñoz Hermanos;3710.71;Revisión anual de equipos;237
2024-05-13;Ibáñez Logística;4663.72;Formación interna;86
2024-05-14;Acme Distribuciones S.L.;1419.35;Consultoría técnica;487
2024-05-15;"Taller ""El Rápido""";3325.09;Formación interna;177
2024-05-16;Acme Distribuciones S.L.;2633.21;Consultoría técnica;90
2024-05-17;Núñez Ortega y Cía.;525.25;Revisión anual de equipos;114
2024-05-18;García S.L.;2653.38;Formación interna;161
2024-05-19;Núñez Ortega y Cía.;2511.18;Revisión anual de equipos;439
2024-05-20;Muñoz Hermanos;1751.26;Servicio de mantenimiento;351
2024-05-21;Ibáñez Logística;975.58;Transporte de mercancía;167
2024-05-22;Ibáñez Logística;3911.14;Servicio de mantenimiento;120
2024-05-23;Muñoz Hermanos;3232.34;Transporte de mercancía;39
2024-05-24;"Taller ""El Rápido""";4042.90;Formación interna;202
2024-05-25;Muñoz Hermanos;966.20;Compra de material informático;222
2024-05-26;Núñez Ortega y Cía.;4377.08;Formación interna;292
2024-05-27;Peña & Hijos;3141.26;Compra de material informático;124
2024-05-28;Fernández, Asociados;113.55;Compra de material informático;36
2024-05-29;Muñoz Hermanos;3055.48;Compra de material informático;257
2024-05-30;Ibáñez Logística;2409.81;Compra de material informático;429
2024-05-31;"Taller ""El Rápido""";905.94;Formación interna;272
2024-06-01;Ibáñez Logística;1463.85;Compra de material informático;350
2024-06-02;Núñez Ortega y Cía.;1019.64;Compra de material informático;205
2024-06-03;"Taller ""El Rápido""";3892.01;Formación interna;114
2024-06-04;"Taller ""El Rápido""";4566.11;Revisión anual de equipos;463
2024-06-05;García S.L.;4891.79;Revisión anual de equipos;249
2024-06-06;"Taller ""El Rápido""";3983.52;Servicio de mantenimiento;377
2024-06-07;Ibáñez Logística;3608.98;Servicio de mantenimiento;30
2024-06-08;Acme Distribuciones S.L.;4553.87;Compra de material informático;131
2024-06-09;Fernández, Asociados;3326.54;Compra de material informático;484
2024-06-10;Muñoz Hermanos;2236.82;Consultoría técnica;308
2024-06-11;Muñoz Hermanos;4058.63;Transporte de mercancía;490
2024-06-12;Acme Distribuciones S.L.;3167.39;Consultoría técnica;140
2024-06-13;García S.L.;2693.92;Compra de material informático;196
2024-06-14;Ibáñez Logística;846.99;Formación interna;26
2024-06-15;Acme Distribuciones S.L.;4500.75;Consultoría técnica;235
2024-06-16;Fernández, Asociados;2430.58;Consultoría técnica;113
2024-06-17;Fernández, Asociados;1533.77;Servicio de mantenimiento;23
2024-06-18;Peña & Hijos;1564.91;Formación interna;286
2024-06-19;Ibáñez Logística;3566.73;Transporte de mercancía;344
2024-06-20;Muñoz Hermanos;1685.16;Consultoría técnica;413
2024-06-21;Núñez Ortega y Cía.;486.95;Formación interna;301
2024-06-22;García S.L.;4142.88;Servicio de mantenimiento;357
2024-06-23;Núñez Ortega y Cía.;2465.29;Transporte de mercancía;43
2024-06-24;Núñez Ortega y Cía.;2157.63;Servicio de mantenimiento;457
2024-06-25;Núñez Ortega y Cía.;5000.84;Revisión anual de equipos;318
2024-06-26;Fernández, Asociados;2573.52;Revisión anual de equipos;182
2024-06-27;García S.L.;2287.93;Revisión anual de equipos;458
2024-06-28;Fernández, Asociados;1556.65;Transporte de mercancía;322
2024-06-29;Ibáñez Logística;2328.12;Servicio de mantenimiento;404
2024-06-30;Acme Distribuciones S.L.;1351.82;Formación interna;62
2024-07-01;Ibáñez Logística;315.19;Servicio de mantenimiento;311
2024-07-02;Peña & Hijos;4426.56;Servicio de mantenimiento;70
2024-07-03;García S.L.;424.46;Formación interna;191
2024-07-04;Ibáñez Logística;4678.05;Servicio de mantenimiento;39
2024-07-05;Muñoz Hermanos;1165.01;Transporte de mercancía;321
2024-07-06;"Taller ""El Rápido""";436.65;Formación interna;365
2024-07-07;Acme Distribuciones S.L.;4878.01;Revisión anual de equipos;369
2024-07-08;Fernández, Asociados;3427.89;Transporte de mercancía;407
2024-07-09;"Taller ""El Rápido""";4595.07;Revisión anual de equipos;485
2024-07-10;Peña & Hijos;4553.73;Transporte de mercancía;477
2024-07-11;Fernández, Asociados;1867.24;Formación interna;200
2024-07-12;García S.L.;1904.16;Revisión anual de equipos;360
2024-07-13;Muñoz Hermanos;2703.59;Servicio de mantenimiento;163
2024-07-14;Acme Distribuciones S.L.;1341.01;Compra de material informático;201
2024-07-15;Núñez Ortega y Cía.;809.99;Formación interna;440
2024-07-16;García S.L.;3793.77;Consultoría técnica;321
2024-07-17;García S.L.;4572.03;Servicio de mantenimiento;324
2024-07-18;Muñoz Hermanos;1857.37;Revisión anual de equipos;211
2024-07-19;Muñoz Hermanos;149.86;Compra de material informático;454
2024-07-20;Ibáñez Logística;1327.12;Transporte de mercancía;466
2024-07-21;Acme Distribuciones S.L.;2228.76;Servicio de mantenimiento;173
2024-07-22;Peña & Hijos;4912.64;Consultoría técnica;78
2024-07-23;Acme Distribuciones S.L.;1737.25;Compra de material informático;85
2024-07-24;Fernández, Asociados;527.52;Consultoría técnica;495
2024-07-25;"Taller ""El Rápido""";3426.00;Formación interna;333
2024-07-26;"Taller ""El Rápido""";3167.53;Transporte de mercancía;185
2024-07-27;Acme Distribuciones S.L.;236.29;Servicio de mantenimiento;219
2024-07-28;Acme Distribuciones S.L.;1260.91;Transporte de mercancía;14
2024-07-29;Ibáñez Logística;1078.26;Revisión anual de equipos;52
2024-07-30;Ibáñez Logística;1251.00;Servicio de mantenimiento;449
2024-07-31;"Taller ""El Rápido""";239.16;Consultoría técnica;424
2024-08-01;Muñoz Hermanos;2570.33;Transporte de mercancía;334
2024-08-02;Muñoz Hermanos;4206.60;Revisión anual de equipos;17
2024-08-03;Peña & Hijos;1541.97;Compra de material informático;494
2024-08-04;Acme Distribuciones S.L.;3218.29;Servicio de mantenimiento;433
2024-08-05;Núñez Ortega y Cía.;959.82;Transporte de mercancía;458
2024-08-06;García S.L.;308.43;Compra de material informático;5
2024-08-07;García S.L.;4483.90;Servicio de mantenimiento;88
2024-08-08;Ibáñez Logística;207.58;Transporte de mercancía;288
2024-08-09;Núñez Ortega y Cía.;439.24;Compra de material informático;249
2024-08-10;Ibáñez Logística;3081.23;Servicio de mantenimiento;346
2024-08-11;Núñez Ortega y Cía.;1212.04;Formación interna;7
2024-08-12;Muñoz Hermanos;295.82;Formación interna;247
2024-08-13;Ibáñez Logística;4453.23;Transporte de mercancía;91
2024-08-14;Acme Distribuciones S.L.;1557.19;Compra de material informático;282
2024-08-15;Acme Distribuciones S.L.;2552.00;Revisión anual de equipos;375
2024-08-16;Núñez Ortega y Cía.;4274.27;Formación interna;52
2024-08-17;Núñez Ortega y Cía.;1265.90;Revisión anual de equipos;415
2024-08-18;Núñez Ortega y Cía.;3516.70;Consultoría técnica;259
2024-08-19;Núñez Ortega y Cía.;1534.61;Transporte de mercancía;179
2024-08-20;"Taller ""El Rápido""";766.12;Servicio de mantenimiento;118
2024-08-21;Peña & Hijos;3707.37;Consultoría técnica;377
2024-08-22;"Taller ""El Rápido""";908.82;Transporte de mercancía;208
2024-08-23;Ibáñez Logística;3226.79;Revisión anual de equipos;90
2024-08-24;Núñez Ortega y Cía.;4608.19;Servicio de mantenimiento;335
2024-08-25;Peña & Hijos;1795.09;Compra de material informático;272
2024-08-26;Peña & Hijos;3023.92;Formación interna;256
2024-08-27;Núñez Ortega y Cía.;1011.14;Consultoría técnica;259
2024-08-28;Acme Distribuciones S.L.;139.36;Consultoría técnica;245
2024-08-29;Fernández, Asociados;4792.30;Consultoría técnica;68
2024-08-30;Acme Distribuciones S.L.;1558.09;Servicio de mantenimiento;489
2024-08-31;Acme Distribuciones S.L.;1596.46;Formación interna;74
2024-09-01;Fernández, Asociados;1279.91;Revisión anual de equipos;337
2024-09-02;Muñoz Hermanos;626.59;Compra de material informático;174
2024-09-03;Peña & Hijos;1351.17;Compra de material informático;393
2024-09-04;Ibáñez Logística;3614.30;Transporte de mercancía;48
2024-09-05;Fernández, Asociados;4293.94;Formación interna;11
2024-09-06;García S.L.;2100.21;Consultoría técnica;318
2024-09-07;Muñoz Hermanos;3339.94;Compra de material informático;29
2024-09-08;Ibáñez Logística;3304.84;Formación interna;184
2024-09-09;Fernández, Asociados;4555.71;Transporte de mercancía;234
2024-09-10;García S.L.;3096.21;Compra de material informático;410
2024-09-11;Núñez Ortega y Cía.;296.95;Servicio de mantenimiento;380
2024-09-12;Ibáñez Logística;3120.10;Servicio de mantenimiento;154
2024-09-13;"Taller ""El Rápido""";3024.89;Servicio de mantenimiento;11
2024-09-14;Núñez Ortega y Cía.;3134.65;Compra de material informático;403
2024-09-15;Acme Distribuciones S.L.;220.10;Formación interna;191
2024-09-16;García S.L.;1879.65;Formación interna;429
2024-09-17;Peña & Hijos;2876.96;Formación interna;300
2024-09-18;Acme Distribuciones S.L.;1533.01;Revisión anual de equipos;63
2024-09-19;Núñez Ortega y Cía.;3135.63;Consultoría técnica;61
2024-09-20;"Taller ""El Rápido""";4439.05;Transporte de mercancía;198
2024-09-21;Muñoz Hermanos;1354.87;Servicio de mantenimiento;338
2024-09-22;Muñoz Hermanos;2874.39;Revisión anual de equipos;470
2024-09-23;Fernández, Asociados;1980.34;Servicio de mantenimiento;241
2024-09-24;Núñez Ortega y Cía.;551.93;Transporte de mercancía;95
2024-09-25;Acme Distribuciones S.L.;2440.58;Transporte de mercancía;356
2024-09-26;Muñoz Hermanos;4164.51;Formación interna;392
2024-09-27;Núñez Ortega y Cía.;107.89;Compra de material informático;423
2024-09-28;Núñez Ortega y Cía.;2319.29;Compra de material informático;378
2024-09-29;Núñez Ortega y Cía.;1023.28;Revisión anual de equipos;209
2024-09-30;Núñez Ortega y Cía.;1929.13;Revisión anual de equipos;379
2024-10-01;Peña & Hijos;3164.04;Revisión anual de equipos;277
2024-10-02;García S.L.;2660.91;Revisión anual de equipos;101
2024-10-03;Núñez Ortega y Cía.;3132.18;Servicio de mantenimiento;271
2024-10-04;Muñoz Hermanos;3191.51;Consultoría técnica;54
2024-10-05;Núñez Ortega y Cía.;1517.30;Revisión anual de equipos;336
2024-10-06;Peña & Hijos;2442.52;Revisión anual de equipos;265
2024-10-07;Peña & Hijos;361.28;Transporte de mercancía;364
2024-10-08;Peña & Hijos;681.54;Transporte de mercancía;353
2024-10-09;Acme Distribuciones S.L.;167.40;Formación interna;214
2024-10-10;Peña & Hijos;2209.71;Compra de material informático;156
2024-10-11;Ibáñez Logística;2429.00;Formación interna;496
2024-10-12;Muñoz Hermanos;1146.91;Servicio de mantenimiento;262
2024-10-13;Fernández, Asociados;668.20;Servicio de mantenimiento;228
2024-10-14;García S.L.;1425.55;Compra de material informático;152
2024-10-15;Acme Distribuciones S.L.;3555.29;Transporte de mercancía;355
2024-10-16;Peña & Hijos;4361.03;Servicio de mantenimiento;217
2024-10-17;Núñez Ortega y Cía.;4420.26;Consultoría técnica;89
2024-10-18;Peña & Hijos;4770.46;Compra de material informático;490
2024-10-19;García S.L.;151.51;Compra de material informático;291
2024-10-20;Fernández, Asociados;4467.83;Consultoría técnica;459
2024-10-21;Núñez Ortega y Cía.;63.95;Formación interna;495
2024-10-22;Muñoz Hermanos;740.01;Formación interna;322
2024-10-23;Ibáñez Logística;3912.84;Revisión anual de equipos;385
2024-10-24;Peña & Hijos;321.70;Formación interna;361
2024-10-25;Acme Distribuciones S.L.;935.98;Transporte de mercancía;283
2024-10-26;García S.L.;1550.98;Formación interna;472
2024-10-27;Fernández, Asociados;3872.63;Servicio de mantenimiento;250
2024-10-28;García S.L.;1435.38;Compra de material informático;321
2024-10-29;Acme Distribuciones S.L.;4631.33;Servicio de mantenimiento;386
2024-10-30;"Taller ""El Rápido""";466.77;Transporte de mercancía;272
2024-10-31;"Taller ""El Rápido""";2813.72;Transporte de mercancía;30
2024-11-01;Ibáñez Logística;623.92;Revisión anual de equipos;180
2024-11-02;Muñoz Hermanos;1791.73;Servicio de mantenimiento;370
2024-11-03;Núñez Ortega y Cía.;486.01;Consultoría técnica;112
2024-11-04;Fernández, Asociados;1743.31;Formación interna;185
2024-11-05;"Taller ""El Rápido""";4198.01;Servicio de mantenimiento;379
2024-11-06;Muñoz Hermanos;121.26;Transporte de mercancía;303
2024-11-07;Fernández, Asociados;2470.05;Consultoría técnica;22
2024-11-08;Peña & Hijos;3029.55;Consultoría técnica;337
2024-11-09;Núñez Ortega y Cía.;2905.64;Consultoría técnica;395
2024-11-10;Muñoz Hermanos;1727.83;Compra de material informático;274
2024-11-11;Fernández, Asociados;1637.45;Transporte de mercancía;102
2024-11-12;Núñez Ortega y Cía.;3057.13;Transporte de mercancía;416
2024-11-13;García S.L.;3781.09;Servicio de mantenimiento;243
2024-11-14;Ibáñez Logística;4240.21;Formación interna;52
2024-11-15;Núñez Ortega y Cía.;3534.11;Transporte de mercancía;41
2024-11-16;Ibáñez Logística;4337.28;Revisión anual de equipos;294
2024-11-17;Muñoz Hermanos;541.71;Transporte de mercancía;119
2024-11-18;Muñoz Hermanos;4630.98;Transporte de mercancía;130
2024-11-19;"Taller ""El Rápido""";1465.86;Servicio de mantenimiento;306
2024-11-20;Muñoz Hermanos;2585.10;Transporte de mercancía;271
2024-11-21;Acme Distribuciones S.L.;3691.38;Compra de material informático;434
2024-11-22;Acme Distribuciones S.L.;762.87;Consultoría técnica;323
2024-11-23;García S.L.;2291.01;Consultoría técnica;367
2024-11-24;Acme Distribuciones S.L.;299.87;Compra de material informático;14
2024-11-25;García S.L.;6.49;Transporte de mercancía;270
2024-11-26;Peña & Hijos;1553.37;Revisión anual de equipos;340
2024-11-27;"Taller ""El Rápido""";2882.65;Formación interna;250
2024-11-28;Muñoz Hermanos;4644.60;Transporte de mercancía;487
2024-11-29;Núñez Ortega y Cía.;1524.97;Transporte de mercancía;317
2024-11-30;Muñoz Hermanos;1469.39;Consultoría técnica;354
2024-12-01;Muñoz Hermanos;2009.40;Compra de material informático;158
2024-12-02;"Taller ""El Rápido""";1953.07;Servicio de mantenimiento;284
2024-12-03;Peña & Hijos;690.80;Formación interna;61
2024-12-04;Núñez Ortega y Cía.;2559.71;Servicio de mantenimiento;128
2024-12-05;"Taller ""El Rápido""";1197.12;Revisión anual de equipos;123
2024-12-06;García S.L.;2834.98;Compra de material informático;340
2024-12-07;Peña & Hijos;1884.52;Compra de material informático;223
2024-12-08;Núñez Ortega y Cía.;81.29;Consultoría técnica;461
2024-12-09;Muñoz Hermanos;2640.26;Compra de material informático;399
2024-12-10;Fernández, Asociados;2199.95;Formación interna;106
2024-12-11;Peña & Hijos;3286.40;Servicio de mantenimiento;298
2024-12-12;"Taller ""El Rápido""";4212.48;Consultoría técnica;151
2024-12-13;García S.L.;3130.61;Consultoría técnica;299
2024-12-14;Fernández, Asociados;1601.98;Compra de material informático;395
2024-12-15;Muñoz Hermanos;2995.27;Consultoría técnica;65
2024-12-16;Fernández, Asociados;4034.09;Formación interna;46
2024-12-17;Muñoz Hermanos;1872.22;Compra de material informático;1
2024-12-18;Núñez Ortega y Cía.;2941.16;Transporte de mercancía;117
2024-12-19;Núñez Ortega y Cía.;2198.80;Consultoría técnica;17
2024-12-20;Ibáñez Logística;1614.82;Transporte de mercancía;18
2024-12-21;García S.L.;3177.21;Revisión anual de equipos;132
2024-12-22;"Taller ""El Rápido""";4236.43;Consultoría técnica;50
2024-12-23;García S.L.;3006.13;Revisión anual de equipos;399
2024-12-24;Núñez Ortega y Cía.;4691.34;Servicio de mantenimiento;219
2024-12-25;Muñoz Hermanos;4383.92;Compra de material informático;331
2024-12-26;Ibáñez Logística;2425.66;Revisión anual de equipos;326
2024-12-27;Acme Distribuciones S.L.;1570.67;Servicio de mantenimiento;133
2024-12-28;Peña & Hijos;2049.38;Transporte de mercancía;380
2024-12-29;Acme Distribuciones S.L.;3525.37;Formación interna;241
2024-12-30;"Taller ""El Rápido""";4396.09;Servicio de mantenimiento;290
2024-12-31;Ibáñez Logística;1372.19;Revisión anual de equipos;360
2025-01-01;Ibáñez Logística;421.40;Formación interna;117
2025-01-02;Núñez Ortega y Cía.;3984.48;Revisión anual de equipos;454
2025-01-03;Acme Distribuciones S.L.;4053.07;Consultoría técnica;247
2025-01-04;Ibáñez Logística;3323.28;Servicio de mantenimiento;340
2025-01-05;"Taller ""El Rápido""";4100.83;Formación interna;369
2025-01-06;Núñez Ortega y Cía.;3539.30;Formación interna;149
2025-01-07;Peña & Hijos;1829.20;Transporte de mercancía;364
2025-01-08;García S.L.;4462.18;Revisión anual de equipos;49
2025-01-09;García S.L.;3365.61;Compra de material informático;283
